MedCode,MedDescription,MedFamily
3304437,IDAPTAN MR 35 MG 30 COMP TRIMETAZIDINA,No encontrado
3304439,INNOVAIR 120 DOSIS 1MCG FORMOTEROL Y DIPROPIONATO DE BECLOME,Sistema respiratorio
3304446,LINZESS 0.29MG C/30 CAPS LINACLOTIDE,Tracto alimentario y metabolismo
3304450,TAMBOCOR ( ACETATO FLECANIDA ) 100 MG,Sistema cardiovascular
3304453,ARANESP 300MCG/0.6ML CAJA C/1(DARBEPOETINA),Sangre y órganos hematopoyéticos
3304459,"AMARYL XM 4/850MG CAJ C/16 (GLIMEPIRIDA, METFORMINA)",Tracto alimentario y metabolismo
3304461,GRANUDOXY 100 C/28,Antiinfecciosos para uso sistémico
3304462,MMR II TRIPLE VIRAL (SRP),Antiinfecciosos para uso sistémico
3304463,DALVEAR INF JBE DROPROPIZINA/BROMHEXINA 150/80MG/100ML,Sistema respiratorio
3304464,TEMERIT 5MG COM C/28,Sistema cardiovascular
3304466,UNIVAL 1G/5ML SUS FCO C/230ML SUCRALFATO,Tracto alimentario y metabolismo
3304473,VALMETRON-3/800 UI CAJA 50 TAB COLECALCIFERON,Tracto alimentario y metabolismo
3304474,PEDIALYTE SR-60 500ML,Tracto alimentario y metabolismo
3304478,CONFIDEX PROTOMBINA HUMANA,Sangre y órganos hematopoyéticos
3304479,PROLIA 60MG 1ML JERINGA PRELLENADA C/1,Sistema musculoesquelético
3304481,RELVARE 200/25MCG 30 DOSIS7.05/215MG,Sistema respiratorio
3304485,FISIOFER 40MG/15ML FCO CAJ /10 HIERRO SOLUCION,Sangre y órganos hematopoyéticos
3304489,RYZODEG FLEXTOUCH 70/30U/ML(PLUMA) C/1,Tracto alimentario y metabolismo
3304491,COVERSAM 10MG/5MG C/14COMP PERINDOPRIL/AMLODIPINO,Sistema cardiovascular
3304492,BLOPRESS 8MG C/ 14 TAB. (CANDESARTRAN),Sistema cardiovascular
3304496,DOSIER 5MG C/ 30 COMP. (MOSAPRIDA),No encontrado
3304497,DRAMAMINE 50MG C/ 24 TAB. (DIMENHIDRINATO),Sistema respiratorio
3304498,EPIVAL 250MG C/30 COMP. (VALPROATO SEMISODICO),Sistema nervioso
3304503,FORXIGA 10MG C/14TAB. DAPAGLIFLOZINA,Tracto alimentario y metabolismo
3304505,APROVASC 150/5 MG C/14 TAB IRBESARTAN-AMLODIPINO,Sistema cardiovascular
3304507,FEMISAN 3D VAGINAL TAB. C/3.,Sistema genitourinario y hormonas sexuales
3304514,KARET 50MCG CON 50 COMPRIMIDOS,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304523,CIPROFLOX DM 1G C/7 TAB CIPROFLOXACINO,Antiinfecciosos para uso sistémico
3304524,LYSOMUCIL SOL FCO 120ML FRAMBUESA ACETILCISTEMNA,Sistema respiratorio
3304525,FORXIGA 10 MG CON 28 TAB,Tracto alimentario y metabolismo
3304529,ULTIBRO BREEZHALER 110/50MCG 30CAPS INDACATEROL/GLICOPIRRONI,Sistema respiratorio
3304533,CYMBALTA 30 MG CAP CAJA C/28 (DULOXETINA),Sistema nervioso
3304535,CRIAM 600MG. C/30 TAB VALPROATO DE MAGNESIO,Sistema nervioso
3304536,CREON 300MG C/30CAP PANCREATINA,Tracto alimentario y metabolismo
3304537,"DALVEAR 30/160MG/100ML JARABE ADULTODROPROPIZINA,BROMHEXINA",Sistema respiratorio
3304541,KIVEXA 600/300MG C/30TAB ABACAVIR/LAMIVUDINA,Antiinfecciosos para uso sistémico
3304547,GLIMETAL LEX 2MG/850MG C/16TAB GLIMEPIRIDA/METFORMINA,Tracto alimentario y metabolismo
3304551,KEPPRA 100MG/ML SOL. 150ML.,Sistema nervioso
3304555,SINGULAIR 10MG C/30 (MONTELUKAST),No encontrado
3304563,HIERRO DEXTRAN IV,No encontrado
3304565,ILIADIN BEBE SOL 20ML OXIMETAZOLINA,Sistema respiratorio
3304569,ARANESP (DARBEPOETINA) 40 MICROGRAMOS/0.4 ML JER PRELL C/4,Sangre y órganos hematopoyéticos
3304570,MICROPAL-CM 30G GEL. ADAPALENO/CLINDAMICINA.01%,Dermatológicos
3304575,SUPRADOL DUET AMP 10MG/25MG (KETOROLACO/ TRAMADOL),Sistema musculoesquelético
3304578,MICARDIS DUO 40/5MGTAB C/28TAB TELMISARTAN/AMLODIPINO,Sistema cardiovascular
3304579,REFRESH GEL TUBO 10GR,Órganos de los sentidos
3304583,GIABRI 100MG TAB C/30 CIPROFIBRATO,Sistema cardiovascular
3304591,VALMETROL-3 800 UI 50/TAB.,Tracto alimentario y metabolismo
3304592,BENEDORM (MELATONINA) 3 MG TAB C/40,Sistema nervioso
3304593,DAIVOBET 5MG/50MG UNG 30 GR (CALCIPOTRIOL/BETAMETASONA),Dermatológicos
3304594,DUPHASTON 10MG C/20,Sistema genitourinario y hormonas sexuales
3304597,ARTERINA 20UI 1ML AMP (VASOPRESSIN),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304599,ZIR-FOS CAJA CON 12 SOBRES DE 3GC/U,Antiinfecciosos para uso sistémico
3304601,DUOALMETEC 40MG/5MG C/14 TAB OLMESARTAN/AMLODIPINO,Sistema cardiovascular
3304603,SAPRAME 200G C/30TAB. BEZAFIBRATO,Sistema cardiovascular
3304610,RUPILIP TAB 10 CAJA C/30 (ROSUVASTATINA),Sistema cardiovascular
3304614,CICLOFERON (ACICLOVIR) 5 G/100 ML SOL SPRAY 50 ML,Antiinfecciosos para uso sistémico
3304615,LYRICA CAP 50MG C/28 (PREGABALINA),Sistema nervioso
3304616,VIRAVIR 75MG C/28CAPS. PREGABALINA,Sistema nervioso
3304618,ZEBESTEN 5ML 0.9MG/ML (BROMFENACO),Órganos de los sentidos
3304619,INVOKANA 300MG C/30TAB. CANAGLIFLOZINA,Tracto alimentario y metabolismo
3304623,AVALIDE 300MG/12.5MG TAB C/28 IRBESARTAN/HIDROCLOROTIAZIDA,Sistema cardiovascular
3304624,EMEND IV 150MG. CAJA CON 1 APREPITANT,Tracto alimentario y metabolismo
3304625,ARAHKOR 60MG C/20 TAB (FIMASARTAN),Sistema cardiovascular
3304626,ACC 600MG TAB EFERV (ACETILCISTEINA),Sistema respiratorio
3304627,BRINTELLIX 10MG C/28 TAB (VORTIOXETINA),Sistema nervioso
3304632,DYMISTA D SPR 25ML FRA C/1 AZELASTINA//FLUTICASONA),Sistema respiratorio
3304635,"OMEGA 3,6,9 C/60CAPS.",Sangre y órganos hematopoyéticos
3304636,INHIBITRON INFUSION 40MG AMP (OMEPRAZOL),Tracto alimentario y metabolismo
3304637,ROBAX GOLD C/24 TAB METOCARBAMOL/IBUPROFENO,Sistema musculoesquelético
3304639,"MANZANILLA SOPHIA 15ML GOTAS OFT CAMAZULENO, MATRICIDA",No encontrado
3304642,KARET 100MCG C/50 COM LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304650,QVAR 100 MCG 200 DOSISC/DIS (BECLOMETASONA),Sistema respiratorio
3304651,EDARBI 80MG C/14TAB. AZILSARTAN MEDOXOMIL,Sistema cardiovascular
3304652,EKLIRA GENUAIR 322MG 60 DOSIS (BROMURO DE ACLIDINIO),Sistema respiratorio
3304654,PIASCLEDINE 300C/30CAP(PERSEA GRATISSIMA),Sistema musculoesquelético
3304661,"MONTACLAR 10MB/10MG C/30TAB. MONTELUKAST,LORATADINA",Sistema respiratorio
3304664,ZINFORO 600MG CAJA CON 10 AMP,No encontrado
3304666,SAMYR 500MG C/20 TAB (ADEMETIONINA),Tracto alimentario y metabolismo
3304668,NUMARK (BUDESONIDA) AER10ML(12.1G)200DOS 200MG,Sistema respiratorio
3304669,"NEBAPOL 30G UNG NEOMICINA,BACITRACINA,POLIMIXINA B",Dermatológicos
3304671,STALEVO 150/37.5/200 MG (LEVODOPA/CARBIDOPA/ENTACAPONA),Sistema nervioso
3304673,EUTIROX 112MCG C/50 TAB (LEVOTIROXINA SODICA),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304676,LYRICA 25MG C/28 CAP (PREGABALINA),Sistema nervioso
3304685,DILARMINE .2MG/.4MG/ML 100ML PARAMETASONA/CLORFERAMINA,Sistema respiratorio
3304687,THOREVA (ATORVASTATINA) 40MG C/56M TAB,Sistema cardiovascular
3304689,CETOLAN 30 SOBRES CON 7G C/U,Varios
3304690,EVOCS III 500MG 7TABLETAS (LEVOFLOXACINO),Antiinfecciosos para uso sistémico
3304692,NEURALIN RELIEF (COMPLEJO B/KETOPROFENO)C/20 TAB,Sistema musculoesquelético
3304695,XUZAL 5MG C/10 TAB (LEVOCETIRIZINA),Sistema respiratorio
3304696,ILTUX (OLMESARTAN)20MG C/28 TAB,Sistema cardiovascular
3304697,VENASTAT 50MG C/60CAPS. AESCULUS HIPPOCASTANUM,Sistema cardiovascular
3304699,MONTIPEDIA CR 10MG C/30COMP MONTELIKAST,Sistema respiratorio
3304700,TABITRAL (HALOBETASOL) CREMA 0.05% TUBO 30G,Dermatológicos
3304701,PEZZIL (DONEPECILO) 5MG TAB C/28,Sistema nervioso
3304705,FLEET PS FOSFOSODA(LIMON-JENGIBRE)2.4G/0.9G/5ML,Tracto alimentario y metabolismo
3304706,CONTROLIP-TRILIPIX 135MG C/30CAPS FENOFIBRATO DE COLINA,Sistema cardiovascular
3304707,ARANESP 80MCG/0.4 JPRELL CAJA C/1(DARBEPOETINA),Sangre y órganos hematopoyéticos
3304720,DORIXINA GEL 5GR TUBO C/50 GR (CLONIXINATO DE LISINA),Sistema musculoesquelético
3304724,"OKSEN 80MG/12.5MG C/30CAPS (TELMISARTAN,HIDROCLOROTIAZIDA)",Sistema cardiovascular
3304727,TARDYFERON FOL(SULF-AC. FOL)C/30GRAGEAS,No encontrado
3304728,DIPROSPAN 2ML AMPULA 5MG/2MG (BETAMETASONA),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304731,RIOPAN GEL C/10 SOB 10ML,Tracto alimentario y metabolismo
3304735,QUINORET CREMA 30GR,Dermatológicos
3304740,ZOLAG FRANCO GOTERO 15ML (HIALURONATO GLICERINA),Productos sanitarios
3304743,JANUMET XR 100MG 1000MG TAB CAJ C/14,Tracto alimentario y metabolismo
3304744,TIM ASF 25MG C/30 TAB (QUETIAPINA),Sistema nervioso
3304747,VIVIOPTAL CAPS C/30,Tracto alimentario y metabolismo
3304749,BARMICIL COMPUESTO,Dermatológicos
3304750,"DEXABION AMPOLLETA C/3 (TIMINA,PIRIDOXINA, CIANOCOBALAMINA)",Sistema musculoesquelético
3304753,REPATHA 140MG/MLPLP CALA C/1,Sistema cardiovascular
3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,Sistema respiratorio
3304755,LIBERTRIM SII 100MG/37.5MG C/20 COM,Tracto alimentario y metabolismo
3304761,"ARLEVERT 20/40 MG TAB. C/20 (CINARIZINA,DIMENHIDRATO)",Sistema nervioso
3304763,MOTRIN 800MG GRA FCO C/45 (IBUPROFENO),Sistema musculoesquelético
3304764,GLICOLIC H LOC FCO C/60ML,Dermatológicos
3304775,XARELTO 10 MG CAJA C/30,Sangre y órganos hematopoyéticos
3304776,EBIXA 20 MG CAJA C/14 (MEMANTINA),Sistema nervioso
3304777,BLODIVIT 40 MG CAJA C/30,Sistema cardiovascular
3304778,BLODIVIT 80 MG CAJA C/30,Sistema cardiovascular
3304781,TEGRETOL 200MG C/50 COMP (CARBAMAZEPINA),Sistema nervioso
3304782,AGRIFEN CAFEINA CLORFENAMINA FENILEFRINA PARACETAMOL C/10 T,Sistema respiratorio
3304784,BOLENTAX 40MG/0.4ML C/2 JGP (ENOXAPARINA SODICA),Sangre y órganos hematopoyéticos
3304785,VALEXTRA(VALACICLOVIR)500MG C/42COM,Antiinfecciosos para uso sistémico
3304789,DIPROSONE UNG TUBO 30 GR,Dermatológicos
3304793,BAPEX 300MG C/30CAPS (GABAPENTINA),Sistema nervioso
3304794,VASCULFLOW C/20 250MG-225MG-25MG (DOBESILATODE CALCIO,Sistema cardiovascular
3304795,GAMO S 20MG TAB C/14 (PANTOPRAZOL),Tracto alimentario y metabolismo
3304808,PISACAINA SPRAY 10G/100 ML FRASCO 115 ML,Sistema nervioso
3304809,ANORO(UMECLIDINO/VILANTEROL)INH 62.5MCG/25MCG,No encontrado
3304812,LYRICA 300MG C/28CAP (PREGABALINA),Sistema nervioso
3304813,FALOT 1G AMP. PISA (CEFALOTINA),Antiinfecciosos para uso sistémico
3304814,AMPLIUM 1G AMP IV (MEROPENEM),Antiinfecciosos para uso sistémico
3304815,TRADOL RETARD 200MG TAB CAJ C/10,Sistema nervioso
3304821,LAMOBRIGAN 10MG C/14 TAB,Sistema nervioso
3304822,REPAFET (RUPATADINA)10MG 20TABLETAS,Sistema respiratorio
3304823,BENZAC AC 10% GEL 60GRS (PEROXIDO DE BENXZOILO),Dermatológicos
3304824,TURAZIVE (FEBUXOSTAT) 80MG C/15 TAB,Sistema musculoesquelético
3304825,ZYPLO 60MG (LEVODROPIZINA) 20 TABLETAS,Sistema respiratorio
3304829,ENTRESTO 100MG C/30 COMP. (SACUBITRILO VALSARTAN),Sistema cardiovascular
3304831,CO DIOVAN 320/25 MG C/30 TAB,No encontrado
3304834,LIPITOR 20MG TAB 30 (ATORVASTATINA),Sistema cardiovascular
3304839,TRIFAMOX IBL-12H 875/125MG C/14 COM (AMOXICILINA/SULBACTAM),Antiinfecciosos para uso sistémico
3304841,ROPICONEST 2MG AMP 20ML (ROPIVACAINA),Sistema nervioso
3304846,BETNOVATE LOCION (BETAMETASONA) 0.122G /100 ML SUSP 50 ML,Dermatológicos
3304848,RELVARE 100/25 INHALADOR CON 30 DOSIS (FLUTICASONA/VILANTERO,Sistema respiratorio
3304851,SERONEX LP 60MG C/30 TABLETAS LIBERACION PROLONGADA,Tracto alimentario y metabolismo
3304853,GARBICAN 150MG C/28 CAP (PREGABALINA),Sistema nervioso
3304854,GARBICAN 75MG C/28 CAP (PREGABALINA),Sistema nervioso
3304855,FLUXEDAN 6MG/12MG 24 COMP(BHOMHEXINA/OXELADINA),Sistema respiratorio
3304856,MUCOANGIN GROSELLA 20MG TAB CAJ C/18 (AMBOXOL),Sistema respiratorio
3304858,COVERSAM 5MG/5MG C/30,Sistema cardiovascular
3304862,DABEX 1000MG METFORMINA C/30 TABLETAS,Tracto alimentario y metabolismo
3304865,XL-3 325-10-4 MG C/8 TABS.,Sistema respiratorio
3304873,SELTAFERON 75MG C/10 CAP(OSELTAMIVIR),Antiinfecciosos para uso sistémico
3304874,GANTENA 10MG C/30 TAB (ROSUVASTATINA),Sistema cardiovascular
3304875,GANTENA 20MG C/30 TAB (ROSUVASTATINA),Sistema cardiovascular
3304880,AGRELESS 75 MG C/28 TAB,Sangre y órganos hematopoyéticos
3304882,DABEX(METFORMINA)750MG TAB C/60,Tracto alimentario y metabolismo
3304883,BOLENTAX 60MG/0.6ML CAJA C/2 (ENOXAPARINA),Sangre y órganos hematopoyéticos
3304885,PULMONAROM LISADOS BACTERIANOS C/20 AMPOLLETAS,Sistema respiratorio
3304886,ZUNUN 500 MG C/30,Sistema nervioso
3304887,ALISTINT 20MCG AMP CAJA C/5 (ALPROSTADIL),Sistema cardiovascular
3304889,GELAN PLUS 8/1G GEL C/250ML,Tracto alimentario y metabolismo
3304893,HYABAK OFT 0.15% 10ML HIALURONATO DE SODIO,Órganos de los sentidos
3304895,FORMULA MAGISTRAL,Varios
3304896,ENTRESTO 50MG CAJ C/30 (SACUBITRILO/VALSARTAN),Sistema cardiovascular
3304897,RIBUSPIR 200MCG AER (BUDESONIDA),Sistema respiratorio
3304905,APROVASC (IRBESARTAN/AMLODIPINO) 150 MG/5 MG TAB C/28,Sistema cardiovascular
3304906,APROVASC 150/5 MG C/28,Sistema cardiovascular
3304909,INHIBITRON TWIT 20/1100MG CAPS 30,Tracto alimentario y metabolismo
3304910,INVOKANA DUO 150/850MG TABS. C/60 CANAGLIFLOZINA/METFORMINA,Tracto alimentario y metabolismo
3304911,TOUJEO 300 U/ML PLUMA C/3 CARTUCHOS 1.5ML INSULINA GLARGINA,Tracto alimentario y metabolismo
3304919,DIAMICRON MR 60MG CAJ C/30 COMP (GLICLAZIDA),No encontrado
3304923,PRESTEME 10MG/G TB C/30G (IVERMECTINA),Dermatológicos
3304925,LIPITOR 40MG 30 TAB ATORVASTATINA,Sistema cardiovascular
3304926,BENSITRAK 20MG/10ML AMP IV (BESILATO DE CISATRACURIO),Sistema musculoesquelético
3304927,JAGODI 200MCG AER (BUDESONIDA),Sistema respiratorio
3304928,ILTUX 2HCT 40/12.5 MG TAB CAJ C/28,Sistema cardiovascular
3304929,GREMILTAL 75MG C/10CAP (OSELTAMIVIR),Antiinfecciosos para uso sistémico
3304930,GREMILTAL 45MG C/10 CAP (OSELTAMIVIR),Antiinfecciosos para uso sistémico
3304934,LYSTEDA 650MG C/30 TABLETAS,Sangre y órganos hematopoyéticos
3304935,LYSTEDA 650 MG C/30 (ACIDO TRANEXAMICO),Sangre y órganos hematopoyéticos
3304940,TERRAMICINA 500MG C/16,Órganos de los sentidos
3304944,METOTROP 5 % GEL TUB C/40G,Sistema musculoesquelético
3304945,AZILECT (RASAGILINA MESILATO) 1 MG TAB C/30,Sistema nervioso
3304946,TIVICAY 50MG TABS. C/30 DOLUTEGRAVIR,Antiinfecciosos para uso sistémico
3304947,ZERBAXA 1G/0.5G AMP IV (CEFTOLOZANO/TAZOBACTAM),Antiinfecciosos para uso sistémico
3304951,DUOALMETEC 20/5MG CAJA C/14 OLMESARTAN/AMLODIPINO,Sistema cardiovascular
3304954,EMSELEX 7.5MG COMP. C/14 DARIFENACINA,Sistema genitourinario y hormonas sexuales
3304955,TOUJEO 300U/ML JPRELL 1.5ML C/1 (INSULINA GLARGINA),Tracto alimentario y metabolismo
3304956,BRIVIACT 50MG/5 ML 1 AMP (BRIVARACETAM),Sistema nervioso
3304958,TRULICITY 0.75MG/0.5ML PLP CAJA C/2,Tracto alimentario y metabolismo
3304959,LEVAMIN NEP 5.4% FCO 250ML (AMINOACIDOS ESENCIALES),Sangre y órganos hematopoyéticos
3304960,GOTALGIC GOT FCO C/14 3ML OTICO,Órganos de los sentidos
3304963,OPCON-A SOLUCION C/15ML,Órganos de los sentidos
3304964,YASMIN 24/4 DROSPIRENONA-ETINILESTRADIOL,No encontrado
3304965,TUMS 750MG MASTICABLES SABORES 3 ROLLOS DE 8,Tracto alimentario y metabolismo
3304966,DOBUJECT 250MG AMP IV 5ML (DOBUTAMINA),Sistema cardiovascular
3304967,DORIXINA TMR 125/25MG C/14 TABS (CLONIXINATO DE LISINA/TRAMA,Sistema musculoesquelético
3304971,NULANZA AMP 10ML (OLIGOMETALES ENDOVENOSOS),Sangre y órganos hematopoyéticos
3304982,ATOZET 10/40MG EZETIDIMA/ATORVASTATINA,Sistema cardiovascular
3304985,D. UNIT. TIM ASF 25MG,No encontrado
3304988,TRESIBA FLEXTOUCH 100/3ML CAJA C/5 PLUMAS(INSULINA),Tracto alimentario y metabolismo
3304989,ANEREX SUSPENCION 115 ML,Tracto alimentario y metabolismo
3304991,ARCOXIA 90MG C/28 TAB,No encontrado
3304994,NEOLBLOCK 50 MG /5ML AMPOLLETA (ROCURONIO),Sistema musculoesquelético
3304997,VIRAVIR 150MG 28 CAPS (PREGABALINA),Sistema nervioso
3304998,EUTIROX 137MCG 50 TAB LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304999,DESCORCHE DE MEDICAMENTO,Tracto alimentario y metabolismo
3305000,PRECEDEX 200MCG FCO AMP 50ML (DEXMEDETOMIDINE),Sistema nervioso
3305004,LIBERTRIM ALFA 200MG C-32 TAB.,Tracto alimentario y metabolismo
3305006,COVERSAM 10/5MG 30 COMP,Sistema cardiovascular
3305007,LIBONIDE 0.250 MG/ML FCO 2 ML (BUDESONIDA) PIEZA,Sistema respiratorio
3305013,JARDIANZ DUO TAB 5 MG/850 MG (EMPAGLIFLOZINA/METFORMINA),Tracto alimentario y metabolismo
3305014,VENTAVIS 10MCG/2ML AMP C/30,Sangre y órganos hematopoyéticos
3305015,CICAFARM K (VITAMINA K) 30 G CREMA 30 G,Dermatológicos
3305017,LOMETOPAN SUSP 18ML,Sistema respiratorio
3305018,ARTELAC NIGHTTIME GEL 10G,Órganos de los sentidos
3305019,ALBUMINA DE HUEVO SABOR NATURAL FCO 500 GR,Sangre y órganos hematopoyéticos
3305022,XIGDUO XR 10/1000MG TAB CAJ C/14,Tracto alimentario y metabolismo
3305023,SEROQUEL XR 300 MG TAB CAJ C/30,Sistema nervioso
3305027,DESCORCHE DE MEDICAMENTO,Tracto alimentario y metabolismo
3305028,D. UNIT. DIMEGAN D 5/20MG (LORATADINA/FENILEFRINA),No encontrado
3305030,D. UNIT. CETOLAN 7G SOBRE,No encontrado
3305031,D.UNIT. EMSELEX 7.5MG COMP. (DARIFENACINA),Falla en Google
3305033,VALMETROL-3 1600 UI C/50 TABLETA COLECALCIFEROL,Tracto alimentario y metabolismo
3305034,TECTA 20 MG TAB 28,Tracto alimentario y metabolismo
3305036,HYZAAR 100/25MG COM CAJ C/30,Sistema cardiovascular
3305037,EBIXA 20MG TAB CAJ C/28,Sistema nervioso
3305038,LASFLIGEN 25/125MCG INHAL 120 DOSIS,Sistema respiratorio
3305039,SOPHIPREN OFT 10MG GTA 5ML,Órganos de los sentidos
3305040,HIGROTON BLOCK(ATENOLOL/CLORTALIDONA) 50/12.5 MG TAB C/28,Sistema cardiovascular
3305041,DORIXINA TMR 125/25 TAB/14 (CLONIXINATO DE LISINA/TRAMADOL,Sistema musculoesquelético
3305042,ATEKA (MESALAZINA) 1200 MG TAB C/16,Tracto alimentario y metabolismo
3305043,BRIVIACT 50MG TAB C/28,Sistema nervioso
3305044,ESTHIPIA 400 MG TAB CAJ C/7,Antiinfecciosos para uso sistémico
3305045,ALBUMINA HUMANA AL 20% 50ML GRIFOLS,Sangre y órganos hematopoyéticos
3305049,ELATEC MPFF 1000MG SUSP SB30,Sistema cardiovascular
3305051,RINOCLENIL SOL NAS FCO 30ML,Sistema respiratorio
3305053,MEPROXIDINA 200MCG/2ML (DEXMEDETOMIDINA),Sistema nervioso
3305054,OPDIVO 100MG/10ML INY CAJA C/ 1(NIVOLUMAB),Antineoplásicos e inmunomoduladores
3305056,VIRAZIDE 15GR 7.5%,Antiinfecciosos para uso sistémico
3305060,ATROPISA (ATROPINA) 1MG/ 1 ML. PISA 4000461,Tracto alimentario y metabolismo
3305061,BICARNAT 7.5 % 10 ML AMP. PISA 4000279 (BICARBONATO DE SODIO,Sangre y órganos hematopoyéticos
3305062,AMINOFILIN (AMINOFILINA) 250MG/10ML AMP,Sistema respiratorio
3305065,ADACEL BOOST 0.5ML F A CAJ C/1,Antiinfecciosos para uso sistémico
3305066,VELIAN SOLN. 25 MG/10 ML SOBRE (DEXKETOPROFENO),Sistema musculoesquelético
3305067,ABRAXUS 100MG C/1 (PACLITAXEL),Falla en Google
3305072,JARDIANZ TAB 10 MG CAJA C/30 (EMPAGLIFLOZINA),Tracto alimentario y metabolismo
3305073,THOREVA 20MG C/ 60 TAB,Sistema cardiovascular
3305074,HISTOFIL 4000 UI C/ 60 TAB,Tracto alimentario y metabolismo
3305075,EDARBI CLD 40/12.5 MG C/ 14 TABLETAS,Sistema cardiovascular
3305078,EDARBI CLD 40/12.5 MG TAB FCO C/28,Sistema cardiovascular
3305080,VALMETROL-3 400UI C/50 TAB COLECALCIFEROL (VITAMINA D3),Tracto alimentario y metabolismo
3305081,AYTUGRE NS 50MCG 120 DOSIS INHALA,Sistema respiratorio
3305082,METEOPASMYL 60MG/300MG CJA C/20 CAP,Tracto alimentario y metabolismo
3305083,SIFROL ER 3MG TAB MG C/30,Sistema nervioso
3305084,BEROCCA 590.16/125-100MG C/30,Tracto alimentario y metabolismo
3305085,D. UNIT. REVATIO 20MG TAB (SILDENAFIL),No encontrado
3305086,ZACTOS 15MG TAB CAJA C/28,Tracto alimentario y metabolismo
3305089,DESCORCHE DE MEDICAMENTO,Tracto alimentario y metabolismo
3305090,PERFALGAN (PARACETAMOL)1G SOL INY 100ML AMP,No encontrado
3305091,D.UNIT. EDARBI CLD 80/12.5MG TAB (AZILSARTAN/CLORTALIDONA),Falla en Google
3305094,AKIRA SPRAY 18G 0.05% 140 NEBULIZACIONES,Sistema respiratorio
3305095,CRESTOR 40MG C/30 TAB (ROSUVASTATINA),No encontrado
3305097,BIOFILEN 50MG ATELONOL TAB C/28,Sistema cardiovascular
3305098,PLENACOR LP CAP 50/20 C/20,Sistema cardiovascular
3305099,ZEDESEN 400MG C/ 10 CAPS,Antiinfecciosos para uso sistémico
3305100,D.UNIT. TOPAMAX 50MG C/20 TAB(TOPIRAMATO),Falla en Google
3305102,D. UNIT. ATARAX 10MG (HIDROXIZINA) TAB,No encontrado
3305104,GALVUS MET 50MG/850MG C/30 CPR METFORMINA/VILDAGLIPTINA,Tracto alimentario y metabolismo
3305105,PERFALGAN SOL.IV. 500MG 10MG/ML 50ML PARACETAMOL,No encontrado
3305106,EUFLEXXA TA 10MG JGA PRELL 2ML,Sistema musculoesquelético
3305107,TRIMBOW AEROSOL 100/6/12.5 MCG INH C/120 DOSIS,Sistema respiratorio
3305108,D. UNIT. DOLO NEUROBION FORTE TAB,No encontrado
3305109,DOLO NEUROBION DC C/3 3ML,Tracto alimentario y metabolismo
3305110,FOSFONAT 150MG C/ 1 TAB ACIDO IBANDRONICO,Sistema musculoesquelético
3305112,THEALOZ 3% SOL OFTAL FCO 10ML,Órganos de los sentidos
3305113,ANTINOCIL (MINOCICLINA) 100 MG TAB C/10,Antiinfecciosos para uso sistémico
3305114,CICLOFERON XTRM (ACICLOVIR/LIDOCAINA) 5 G/2 G/100 ML SPRAY SOL 5% 50 ML,Antiinfecciosos para uso sistémico
3305115,CICLOFERON XTRM SPR 5GR 50ML,Antiinfecciosos para uso sistémico
3305117,TRULICITY 1.5MG/0.5ML C/2 PLM,Tracto alimentario y metabolismo
3305120,MINOPAC 100MG C/12 TAB (MINOCICLINA),Antiinfecciosos para uso sistémico
3305126,HOPE FCO AMP 50MG/2ML NITROPRUSIATO DE SODIO,Falla en Google
3305128,HYZAAR 50/12.5 C/30,Sistema cardiovascular
3305130,LUNARIUM 100/300MG CAPS C/28,Tracto alimentario y metabolismo
3305131,VAQTA 25 U F A 0.5ML C/1 DOSIS,Antiinfecciosos para uso sistémico
3305132,D. UNIT. FIRAC PLUS 125/10 MG TABLETA,No encontrado
3305133,MICTASOL 400/100MG CAJA C/16,Antiinfecciosos para uso sistémico
3305135,EDARBI CLD 80/12.5 TAB C/28 (AZILSARTAN/CLORTALIDONA),Sistema cardiovascular
3305136,ZAVICEFTA 2G/0.5G FCO CEFTAZIDIMA/AVIBACTAM,Antiinfecciosos para uso sistémico
3305140,ATOZET (EZETIMIBA/ATORVASTATINA) 10 MG/20 MG TAB C/30,Sistema cardiovascular
3305141,CRYOFLAXOL 500MG AMP (CICLOFOSFAMIDA),Falla en Google
3305142,LYRICA SOLUCION 2G/100ML (PREGABALINA),Sistema nervioso
3305143,D. UNIT. SYMBYAX 3/25MG (OLANZAPINA/FLUOXETINA),No encontrado
3305146,SIVEXTRO 200MG TAB CAJ C/6,Antiinfecciosos para uso sistémico
3305147,DUPHALAC JBE 150 ML LACTULOSA,No encontrado
3305148,NORPROLAC 25MCG C/9 COMPRIMIDOS QUINAGOLIDA,Sistema genitourinario y hormonas sexuales
3305150,FEMARA 2.5 C/30 TBS,No encontrado
3305151,IBRANCE-21 125MG C/21 TAB,No encontrado
3305152,D. UNIT. REDEVANT 4 MG TAB (PITAVASTATINA),No encontrado
