MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3302778,PRODOLINA 2G AMP 4ML (METAMIZOL SODICO),METAMIZOL SODICO,Sistema nervioso,584,7,19
3302918,DICETEL 100MG C/28 TAB BROMURO DE PINAVERIO,DICETEL,Tracto alimentario y metabolismo,106,1,1
3302822,"DOLAREN 50/200MG C/30 GRAG CAPAENTERICA DICLOFENACO, CARISOP",DOLAREN,Sistema musculoesquelético,138,2,5
3302803,RANISEN (RANITIDINA) 150MG TAB C/20,RANITIDINA,Tracto alimentario y metabolismo,2837,2,2
3302994,SENOVITAL 10MGC/30TAB.MONTELUKAST,SENOVITAL,Sistema respiratorio,656,1,2
3304268,TEGO 250MG C/20 SOBRES TANATO DE GELATINA,TEGO,Tracto alimentario y metabolismo,671,1,1
3304290,EDARBI CLD 80/12.5 14TAB (AZILSARTAN/CLORTALIDONA),AZILSARTAN/CLORTALIDONA,Sistema cardiovascular,449,1,2
3304247,TRADERMA 0.03% 30G,TRADERMA,Dermatológicos,385,1,1
3304230,ACELER 2% 15 G ACIDO FUSIDICO,ACELER,Dermatológicos,260,1,1
3304326,TP GOTAS OFT 15ML TROPICAMIDA/FENILEFRINA,TROPICAMIDA/FENILEFRINA,Órganos de los sentidos,1257,1,1
3304263,SYMBYAX 3/25MG C/14 (OLANZAPINA/FLUOXETINA),OLANZAPINA/FLUOXETINA,Sistema nervioso,879,1,1
3302982,TEALEP 5MG. C/30 (FINASTERIDA),FINASTERIDA,Sistema genitourinario y hormonas sexuales,456,1,2
3302964,XUZAL SOL. INF 0.5MG 200 ML(LEVOCETIRIZINA),LEVOCETIRIZINA,Sistema respiratorio,408,1,2
3304205,ORELOX SUSP INFANTIL 16.7G CEFPODOXIMA,ORELOX,Antiinfecciosos para uso sistémico,65,1,1
3304238,POSIPEN 12H 1G C/10 DICLOXACILINA,POSIPEN,Antiinfecciosos para uso sistémico,269,1,2
3304235,BLOPRESS 8MG C/28 TABLETAS CANDESARTRAN,BLOPRESS,Sistema cardiovascular,755,2,2
3304291,DOSTINEX 0.5MG C/2 (CABERGOLINA),CABERGOLINA,Sistema nervioso,250,2,2
3304210,MICARDIS DUO 80MG/5MG C/28 (TELMISARTAN/AMLODIPINO),TELMISARTAN/AMLODIPINO,Sistema cardiovascular,503,2,3
3302984,"VERMOX PLUS 10MG. 3-6 SUSP 10ML(MEBENDAZOL,QUINFAMIDA)","MEBENDAZOL,QUINFAMIDA","Antiparasitarios, insecticidas y repelentes",147,1,1
3304314,BIOELECTRO C/24 TAB PARACETAMOL. ACETILSALICMLICO ACIDO. CAF,BIOELECTRO,Sistema nervioso,79,1,2
3304297,MENACTRA INY. 0.5 ML VACUNA MENINGOCOCO,MENACTRA,Antiinfecciosos para uso sistémico,884,1,1
3304302,NAZIL OFT GOTAS 15ML NAFAZOLINA,NAZIL,Órganos de los sentidos,317,2,3
3304294,HIPREX 1G C/20 (METENAMINA),METENAMINA,Antiinfecciosos para uso sistémico,321,1,1
3304279,FRESUBIN PLUS FRESA 236 ML FSRMULA ENTERAL,FRESUBIN,Varios,655,4,4
3302992,DEXIVANT 60MG C/14 CAP(DEXLANSOPRAZOL),DEXLANSOPRAZOL,Tracto alimentario y metabolismo,399,2,4
3304200,VESICARE 10MG C/10 TABS (SOLIFENACINA),SOLIFENACINA,Sistema genitourinario y hormonas sexuales,614,1,1
3304188,REVOLADE 50MG TAB C/28,REVOLADE,Sangre y órganos hematopoyéticos,607,1,2
3304299,SPASMOPRIV 200MG C/24CAPS. FENOVERINA,SPASMOPRIV,Tracto alimentario y metabolismo,255,1,2
3302997,RESOTRANS 2MG C/14 PRUCALOPRIDA,RESOTRANS,Tracto alimentario y metabolismo,1139,2,4
3303000,EYESTIL LUB 10ML LAGRIMA ARTIFICIAL OFTENO,EYESTIL,Órganos de los sentidos,166.5,1,1
3304232,PENAMOX M 250MG-8MG/5ML 75ML SUSP AMOXICILINA/BROMHEXINA,PENAMOX,Sistema respiratorio,328.5,1,2
3304320,MICARDIS DUO 80/10MG C/28 TAB (TELMISARTAN/AMLODIPINO),TELMISARTAN/AMLODIPINO,Sistema cardiovascular,551.5,1,1
3302999,NAXIFELAR (CEFALEXINA) 500MG CAP C/20,CEFALEXINA,Antiinfecciosos para uso sistémico,566,1,2
3304267,NUBRENZA 6MG PARCHE CAJA C/14,NUBRENZA,Sistema nervioso,324.5,1,1
3304242,CARDINIT 10MG C/7 PARCHES TRINITRATO DE GLICEROL,CARDINIT,Sistema cardiovascular,568,1,1
3304251,VALDOXA 25MG C/28 CAP AGOMELATINA,VALDOXA,Sistema nervioso,1291,1,1
3304204,AMOXICLAV BID (AMOXICILINA/AC CLAVULANICO) 400MG/57MG/5ML SUSP 70 ML,AMOXICILINA/AC CLAVULANICO,Antiinfecciosos para uso sistémico,395.5,1,2
3303021,ZYPRED 3ML. GATIFLOXACINO/ACETATO DE PREDNISOLONA,ZYPRED,Órganos de los sentidos,802,1,1
3303014,CONAZOL CREMA 40G (KETOCONAZOL),KETOCONAZOL,Antiinfecciosos para uso sistémico,929,2,2
3302960,LOPRESOR R 95 MG TAB C/20 (METOPROLOL ),METOPROLOL ,Sistema cardiovascular,150,2,2
3304206,VIMPAT 200MG AMP 20ML (LACOSAMIDA),LACOSAMIDA,Sistema nervioso,1799,17,50
3304239,LEXAPRO 20MG C/28 TAB ESCITALOPRAM,LEXAPRO,Sistema nervioso,132,1,2
3304264,LEDERTREXATE 2.5MG C/100 TABLETAS (METOTREXATO),METOTREXATO,Antineoplásicos e inmunomoduladores,551,2,2
3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),DAPTOMICINA,Antiinfecciosos para uso sistémico,9157.5,8,20
3304284,FRESUBIN PLUS VAINILLA 236 ML. FSRMULA ENTERAL,FRESUBIN,Varios,1510.5,4,4
3303063,DECADURABOLIN 50MG AMP DECNOATO DE NANDROLONA,DECADURABOLIN,Tracto alimentario y metabolismo,510,2,2
3302962,RETIN-A FORTE GEL 0.025%/1.0% 30GRS,RETIN-A,Dermatológicos,321.5,1,2
3304288,VICTOZA 100UI/ML CAJA C/ 2 PLUMAS.(LIGARUTIDE ADN RECOMBINAN,LIGARUTIDE ADN RECOMBINAN,Antiinfecciosos para uso sistémico,4824,1,1
3304283,FRESUBIN FRESA 236ML. FSRMULA ENTERAL,FRESUBIN,Varios,506.5,1,2
3303009,VIMPAT 100MG C/28 TAB(LACOSAMIDA),LACOSAMIDA,Sistema nervioso,1073,1,2
3304240,REPAFET 10MG C/10 TAB (RUPATADINA),RUPATADINA,Sistema respiratorio,508,2,2
3303008,MIRCERA 200 MCG/0.3ML C/1 AMP (METOXI POLIETILEN GLICOL-ERIT,METOXI POLIETILEN GLICOL-ERIT,Sangre y órganos hematopoyéticos,326.5,1,1
3305288,GLUTAMINA PLUS NARANJA 22.4G POLVO ORAL,GLUTAMINA,No encontrado,265,14,28
3304298,EUTEBROL 10MG C/20TAB. MEMANTINA 10MG C20TAB.,EUTEBROL,Sistema nervioso,537,1,1
3302993,SENOVITAL 5MG.C/30TAB. MASTICABLES (MONTELUKAST),MONTELUKAST,Sistema respiratorio,1272,1,1
3302991,IVEXTERM 6MG C/2 TAB (IVERMECTINA),IVERMECTINA,"Antiparasitarios, insecticidas y repelentes",757.5,1,1
3304199,LYSOMUCIL 200MG GRANULADO C/30 SOBRES ACETILCISTEINA,LYSOMUCIL,Sistema respiratorio,490,1,1
3304246,RESOTRANS 1MGC/14 CPR PRUCALOPRIDA,RESOTRANS,Tracto alimentario y metabolismo,139.5,1,2
3304305,NUBRENZA 2MG PARCHE CAJA C/7,NUBRENZA,Sistema nervioso,167,1,2
3304316,DUOTRAV SOL FCO 2.5ML,DUOTRAV,No encontrado,476,1,1
3302989,CALUTOL 150MG C/28 TAB BICALUTAMIDA,CALUTOL,Antineoplásicos e inmunomoduladores,79,1,1
3303012,UNASAL 250MG C/30TAB (TERBINAFINA),TERBINAFINA,Dermatológicos,851,1,1
3304419,PRISTIQ 50 MG C/28 COMP (DESVENLAFAXINA),DESVENLAFAXINA,Sistema nervioso,1746,1,1
3304373,ANGIOTROFIN 2%GEL 60G (DILTIAZEM),DILTIAZEM,Sistema cardiovascular,466,1,1
3304350,CRYL 4% GOTAS OFTALMICAS CROMOGLICATO DE SODIO,CRYL,Órganos de los sentidos,2464,1,1
3304523,CIPROFLOX DM 1G C/7 TAB CIPROFLOXACINO,CIPROFLOXACINO,Antiinfecciosos para uso sistémico,294,2,4
3304473,VALMETRON-3/800 UI CAJA 50 TAB COLECALCIFERON,VALMETRON-3/800,Tracto alimentario y metabolismo,201,1,1
3304384,UROTROL 2MG C/28TAB.TOLTERODINA,TOLTERODINA,Sistema genitourinario y hormonas sexuales,689.5,1,2
3304537,"DALVEAR 30/160MG/100ML JARABE ADULTODROPROPIZINA,BROMHEXINA",DALVEAR,Sistema respiratorio,378,1,1
3304478,CONFIDEX PROTOMBINA HUMANA,CONFIDEX,Sangre y órganos hematopoyéticos,184.5,7,7
3304461,GRANUDOXY 100 C/28,GRANUDOXY,Antiinfecciosos para uso sistémico,109,1,2
3304535,CRIAM 600MG. C/30 TAB VALPROATO DE MAGNESIO,CRIAM,Sistema nervioso,3142,1,1
3304446,LINZESS 0.29MG C/30 CAPS LINACLOTIDE,LINZESS,Tracto alimentario y metabolismo,944.5,2,3
3304492,BLOPRESS 8MG C/ 14 TAB. (CANDESARTRAN),CANDESARTRAN,Sistema cardiovascular,901,1,1
3304424,PRISTIQ 50MG C/14TAB SUCZINATO DE TESVENLAFAXILA,PRISTIQ,Sistema nervioso,1746,1,1
3304339,ELICUIS 5 MG 20 TAB APIXABAN,ELICUIS,Sangre y órganos hematopoyéticos,1871,1,2
3304362,EXELON 27MG RIVASTIGMINA PARCHES C/30 LIBERA 13.3,EXELON,Sistema nervioso,1499,1,1
3304429,IPRIKENE 3G 10SOBRES (DIOSMECTITA),DIOSMECTITA,Tracto alimentario y metabolismo,1050,1,2
3304341,UNESIA UNG 20G BIFONAZOL 1.0G,UNESIA,Dermatológicos,75,1,1
3304393,TEMPRA IV 500MG/50ML (PARACETAMOL),PARACETAMOL,Sistema nervioso,268,19,37
3304529,ULTIBRO BREEZHALER 110/50MCG 30CAPS INDACATEROL/GLICOPIRRONI,ULTIBRO,Sistema respiratorio,1257,2,5
3304459,"AMARYL XM 4/850MG CAJ C/16 (GLIMEPIRIDA, METFORMINA)","GLIMEPIRIDA, METFORMINA",Tracto alimentario y metabolismo,740.5,1,1
3304370,IPRIKENE DIOSMECTITA 3G 10SOBRES,IPRIKENE,Tracto alimentario y metabolismo,2446,2,3
3304453,ARANESP 300MCG/0.6ML CAJA C/1(DARBEPOETINA),DARBEPOETINA,Sangre y órganos hematopoyéticos,8617,1,1
3304463,DALVEAR INF JBE DROPROPIZINA/BROMHEXINA 150/80MG/100ML,DALVEAR,Sistema respiratorio,232.5,2,2
3304536,CREON 300MG C/30CAP PANCREATINA,CREON,Tracto alimentario y metabolismo,437,2,2
3304503,FORXIGA 10MG C/14TAB. DAPAGLIFLOZINA,FORXIGA,Tracto alimentario y metabolismo,1169,1,2
3304347,DEXIVANT 30MG C/14CAPS DEXLANSOPRAZOL,DEXIVANT,Tracto alimentario y metabolismo,399,1,1
3304396,ELICUIS 2.5 MG TAB. CAJA C/20 APIXABAN,ELICUIS,Sangre y órganos hematopoyéticos,504,2,5
3304431,EXFORGE 5/320MG CAJA C/14 (AMLODIPINO/VALSARTAN),AMLODIPINO/VALSARTAN,Sistema cardiovascular,388.5,1,1
3304489,RYZODEG FLEXTOUCH 70/30U/ML(PLUMA) C/1,PLUMA,Tracto alimentario y metabolismo,1311.5,2,2
3304360,CIALIS 20 MG C/4.TABLETAS. TADALAFILO,CIALIS,Sistema genitourinario y hormonas sexuales,661.5,1,1
3304525,FORXIGA 10 MG CON 28 TAB,FORXIGA,Tracto alimentario y metabolismo,999,2,2
3304462,MMR II TRIPLE VIRAL (SRP),MMR,Antiinfecciosos para uso sistémico,115,3,6
3304418,CLAVULIN 12H 600MG/42.9/5ML SUSP AMOXICILINA/ACIDO CLAVULANI,CLAVULIN,Antiinfecciosos para uso sistémico,481,1,1
3304436,TRESIBA FLEXTOUCH 100/3ML PLUMA(INSULINA),INSULINA,Tracto alimentario y metabolismo,214.5,2,4
3304450,TAMBOCOR ( ACETATO FLECANIDA ) 100 MG,ACETATO FLECANIDA ,Sistema cardiovascular,111.5,1,1
3304368,YURELAX 10MG C/30CAP CILOBENZAPRINA,YURELAX,Sistema musculoesquelético,362,1,1
3304464,TEMERIT 5MG COM C/28,TEMERIT,Sistema cardiovascular,126.5,1,1
3304485,FISIOFER 40MG/15ML FCO CAJ /10 HIERRO SOLUCION,FISIOFER,Sangre y órganos hematopoyéticos,258,1,2
3304398,COVERSAM 5MG/5MG C/14COMP. PERINDOPRIL/AMLODIPINO,COVERSAM,Sistema cardiovascular,542.5,2,2
3304533,CYMBALTA 30 MG CAP CAJA C/28 (DULOXETINA),DULOXETINA,Sistema nervioso,1838,1,2
3304425,SIFROL ER 1.5MG C/30TAB. PRAMIXIPEXOL,SIFROL,Sistema nervioso,759,1,1
3304395,SEEBRI 50MG 30CAP GLICOPIRRONIO,SEEBRI,Sistema respiratorio,813,1,1
3304423,ZESTORETIC 20/12.5MG C/28TAB. LISINOPRIL/HIDROCLOROTIAZIDA,ZESTORETIC,Sistema cardiovascular,767,1,1
3304466,UNIVAL 1G/5ML SUS FCO C/230ML SUCRALFATO,UNIVAL,Tracto alimentario y metabolismo,292.5,6,13
3304524,LYSOMUCIL SOL FCO 120ML FRAMBUESA ACETILCISTEMNA,LYSOMUCIL,Sistema respiratorio,363,5,13
3304505,APROVASC 150/5 MG C/14 TAB IRBESARTAN-AMLODIPINO,APROVASC,Sistema cardiovascular,1163,2,2
3304496,DOSIER 5MG C/ 30 COMP. (MOSAPRIDA),MOSAPRIDA,Tracto alimentario y metabolismo,519,2,2
3304346,PENAMOX M 500/8MH C/12CAPS. AMOXICILINA/BROMHEXINA,PENAMOX,Sistema respiratorio,217,2,2
3304507,FEMISAN 3D VAGINAL TAB. C/3.,FEMISAN,Sistema genitourinario y hormonas sexuales,322,1,1
3304356,MIRCERA 150MCG 03ML J PREL.CAJ 1 METOXI POLIETILEN GLICOL-ER,MIRCERA,Sangre y órganos hematopoyéticos,331.5,4,11
3304363,XARELTO 20MG C/28TAB. RIVAROXABAN,XARELTO,Sangre y órganos hematopoyéticos,1911.5,2,3
3304474,PEDIALYTE SR-60 500ML,PEDIALYTE,Tracto alimentario y metabolismo,739,2,2
3304481,RELVARE 200/25MCG 30 DOSIS7.05/215MG,RELVARE,Sistema respiratorio,243,2,3
3304479,PROLIA 60MG 1ML JERINGA PRELLENADA C/1,PROLIA,Sistema musculoesquelético,14173.5,1,2
3304491,COVERSAM 10MG/5MG C/14COMP PERINDOPRIL/AMLODIPINO,COVERSAM,Sistema cardiovascular,520,1,1
3304498,EPIVAL 250MG C/30 COMP. (VALPROATO SEMISODICO),VALPROATO SEMISODICO,Sistema nervioso,499.5,1,1
3304355,FRESUPPORT RN POLVO 454GR FSRMULA NUTRICIA,FRESUPPORT,No encontrado,116,3,6
3304377,MUCOCEF SUSUP. 25/4.39/5ML CEFALEXINA /BROMHEXINA,MUCOCEF,Sistema respiratorio,369,1,1
3304676,LYRICA 25MG C/28 CAP (PREGABALINA),PREGABALINA,Sistema nervioso,394.5,1,2
3304616,VIRAVIR 75MG C/28CAPS. PREGABALINA,VIRAVIR,Sistema nervioso,621,1,1
3304578,MICARDIS DUO 40/5MGTAB C/28TAB TELMISARTAN/AMLODIPINO,MICARDIS,Sistema cardiovascular,218.5,1,2
3304695,XUZAL 5MG C/10 TAB (LEVOCETIRIZINA),LEVOCETIRIZINA,Sistema respiratorio,407,1,2
3304687,THOREVA (ATORVASTATINA) 40MG C/56M TAB,ATORVASTATINA,Sistema cardiovascular,1165,1,1
3304688,KEPPRA XR 500MG C/60 TAB (LEVETIRACETAM),LEVETIRACETAM,Sistema nervioso,261,1,1
3304696,ILTUX (OLMESARTAN)20MG C/28 TAB,OLMESARTAN,Sistema cardiovascular,262,1,2
3304699,MONTIPEDIA CR 10MG C/30COMP MONTELIKAST,MONTIPEDIA,Sistema respiratorio,2115,2,2
3304615,LYRICA CAP 50MG C/28 (PREGABALINA),PREGABALINA,Sistema nervioso,305,1,2
3304707,ARANESP 80MCG/0.4 JPRELL CAJA C/1(DARBEPOETINA),DARBEPOETINA,Sangre y órganos hematopoyéticos,10823,1,1
3304689,CETOLAN 30 SOBRES CON 7G C/U,CETOLAN,Varios,3344,3,6
3304619,INVOKANA 300MG C/30TAB. CANAGLIFLOZINA,INVOKANA,Tracto alimentario y metabolismo,892,2,5
3304565,ILIADIN BEBE SOL 20ML OXIMETAZOLINA,ILIADIN,Sistema respiratorio,1574,1,1
3304591,VALMETROL-3 800 UI 50/TAB.,VALMETROL-3,Tracto alimentario y metabolismo,201,2,4
3304603,SAPRAME 200G C/30TAB. BEZAFIBRATO,SAPRAME,Sistema cardiovascular,833,2,3
3304731,RIOPAN GEL C/10 SOB 10ML,RIOPAN,Tracto alimentario y metabolismo,136,4,9
3304701,PEZZIL (DONEPECILO) 5MG TAB C/28,DONEPECILO,Sistema nervioso,411.5,1,1
3304636,INHIBITRON INFUSION 40MG AMP (OMEPRAZOL),OMEPRAZOL,Tracto alimentario y metabolismo,1216,24,62
3304661,"MONTACLAR 10MB/10MG C/30TAB. MONTELUKAST,LORATADINA",MONTACLAR,Sistema respiratorio,267,2,2
3304610,RUPILIP TAB 10 CAJA C/30 (ROSUVASTATINA),ROSUVASTATINA,Sistema cardiovascular,1255.5,1,1
3304624,EMEND IV 150MG. CAJA CON 1 APREPITANT,EMEND,Tracto alimentario y metabolismo,327,8,21
3304635,"OMEGA 3,6,9 C/60CAPS.",OMEGA,Sangre y órganos hematopoyéticos,475,1,1
3304555,SINGULAIR 10MG C/30 (MONTELUKAST),MONTELUKAST,Sistema respiratorio,1272,2,2
3304706,CONTROLIP-TRILIPIX 135MG C/30CAPS FENOFIBRATO DE COLINA,CONTROLIP-TRILIPIX,Sistema cardiovascular,1762,3,6
3304563,HIERRO DEXTRAN IV,HIERRO,Sangre y órganos hematopoyéticos,138.5,5,13
3304666,SAMYR 500MG C/20 TAB (ADEMETIONINA),ADEMETIONINA,Tracto alimentario y metabolismo,95,2,2
3304551,KEPPRA 100MG/ML SOL. 150ML.,KEPPRA,Sistema nervioso,410,1,1
3304639,"MANZANILLA SOPHIA 15ML GOTAS OFT CAMAZULENO, MATRICIDA",CAMAZULENO,Tracto alimentario y metabolismo,83.5,1,1
3304668,NUMARK (BUDESONIDA) AER10ML(12.1G)200DOS 200MG,BUDESONIDA,Sistema respiratorio,301,1,2
3304664,ZINFORO 600MG CAJA CON 10 AMP,ZINFORO,No encontrado,12388,1,1
3304654,PIASCLEDINE 300C/30CAP(PERSEA GRATISSIMA),PERSEA GRATISSIMA,Sistema musculoesquelético,292,2,2
3304583,GIABRI 100MG TAB C/30 CIPROFIBRATO,GIABRI,Sistema cardiovascular,254,1,2
3304705,FLEET PS FOSFOSODA(LIMON-JENGIBRE)2.4G/0.9G/5ML,LIMON-JENGIBRE,Tracto alimentario y metabolismo,470,3,7
3304651,EDARBI 80MG C/14TAB. AZILSARTAN MEDOXOMIL,EDARBI,Sistema cardiovascular,1282,2,2
3304625,ARAHKOR 60MG C/20 TAB (FIMASARTAN),FIMASARTAN,Sistema cardiovascular,888,1,2
3304579,REFRESH GEL TUBO 10GR,REFRESH,Órganos de los sentidos,713,1,1
3304650,QVAR 100 MCG 200 DOSISC/DIS (BECLOMETASONA),BECLOMETASONA,Sistema respiratorio,636.5,1,1
3304614,CICLOFERON (ACICLOVIR) 5 G/100 ML SOL SPRAY 50 ML,ACICLOVIR,Antiinfecciosos para uso sistémico,73.5,1,1
3304601,DUOALMETEC 40MG/5MG C/14 TAB OLMESARTAN/AMLODIPINO,DUOALMETEC,Sistema cardiovascular,556,1,1
3304593,DAIVOBET 5MG/50MG UNG 30 GR (CALCIPOTRIOL/BETAMETASONA),CALCIPOTRIOL/BETAMETASONA,Dermatológicos,2645.5,1,1
3304727,TARDYFERON FOL(SULF-AC. FOL)C/30GRAGEAS,SULF-AC. FOL,Sangre y órganos hematopoyéticos,125,1,1
3304652,EKLIRA GENUAIR 322MG 60 DOSIS (BROMURO DE ACLIDINIO),BROMURO DE ACLIDINIO,Sistema respiratorio,165.5,1,1
3304575,SUPRADOL DUET AMP 10MG/25MG (KETOROLACO/ TRAMADOL),KETOROLACO/ TRAMADOL,Sistema nervioso,219,53,122
3304618,ZEBESTEN 5ML 0.9MG/ML (BROMFENACO),BROMFENACO,Órganos de los sentidos,507.5,1,1
3304671,STALEVO 150/37.5/200 MG (LEVODOPA/CARBIDOPA/ENTACAPONA),LEVODOPA/CARBIDOPA/ENTACAPONA,Sistema nervioso,376,1,1
3304626,ACC 600MG TAB EFERV (ACETILCISTEINA),ACETILCISTEINA,Sistema respiratorio,314,4,9
3304599,ZIR-FOS CAJA CON 12 SOBRES DE 3GC/U,ZIR-FOS,Antiinfecciosos para uso sistémico,393.5,1,1
3304569,ARANESP (DARBEPOETINA) 40 MICROGRAMOS/0.4 ML JER PRELL C/4,DARBEPOETINA,Sangre y órganos hematopoyéticos,896,1,1
3304570,MICROPAL-CM 30G GEL. ADAPALENO/CLINDAMICINA.01%,MICROPAL-CM,Dermatológicos,66,1,1
3304690,EVOCS III 500MG 7TABLETAS (LEVOFLOXACINO),LEVOFLOXACINO,Antiinfecciosos para uso sistémico,298,1,2
3304669,"NEBAPOL 30G UNG NEOMICINA,BACITRACINA,POLIMIXINA B",NEBAPOL,Dermatológicos,621,10,19
3304700,TABITRAL (HALOBETASOL) CREMA 0.05% TUBO 30G,HALOBETASOL,Sistema musculoesquelético,115.5,1,1
3304685,DILARMINE .2MG/.4MG/ML 100ML PARAMETASONA/CLORFERAMINA,DILARMINE,Sistema respiratorio,377,1,1
3304735,QUINORET CREMA 30GR,QUINORET,Dermatológicos,3499,1,1
3304627,BRINTELLIX 10MG C/28 TAB (VORTIOXETINA),VORTIOXETINA,Sistema nervioso,530,1,1
3304697,VENASTAT 50MG C/60CAPS. AESCULUS HIPPOCASTANUM,VENASTAT,Sistema cardiovascular,327,1,1
3304594,DUPHASTON 10MG C/20,DUPHASTON,Sistema genitourinario y hormonas sexuales,104,2,2
3304632,DYMISTA D SPR 25ML FRA C/1 AZELASTINA//FLUTICASONA),DYMISTA,Sistema respiratorio,720.5,2,4
3304592,BENEDORM (MELATONINA) 3 MG TAB C/40,MELATONINA,Sistema nervioso,312,1,1
3304839,TRIFAMOX IBL-12H 875/125MG C/14 COM (AMOXICILINA/SULBACTAM),AMOXICILINA/SULBACTAM,Antiinfecciosos para uso sistémico,79.5,2,2
3304822,REPAFET (RUPATADINA)10MG 20TABLETAS,RUPATADINA,Sistema respiratorio,587.5,2,2
3304886,ZUNUN 500 MG C/30,ZUNUN,Sistema nervioso,1278,1,1
3304793,BAPEX 300MG C/30CAPS (GABAPENTINA),GABAPENTINA,Sistema nervioso,451.5,1,1
3304749,BARMICIL COMPUESTO,BARMICIL,Dermatológicos,269,2,2
3304909,INHIBITRON TWIT 20/1100MG CAPS 30,INHIBITRON,Tracto alimentario y metabolismo,1330,1,2
3304919,DIAMICRON MR 60MG CAJ C/30 COMP (GLICLAZIDA),GLICLAZIDA,Tracto alimentario y metabolismo,402,1,1
3304855,FLUXEDAN 6MG/12MG 24 COMP(BHOMHEXINA/OXELADINA),BHOMHEXINA/OXELADINA,Sistema respiratorio,978.5,2,2
3304785,VALEXTRA(VALACICLOVIR)500MG C/42COM,VALACICLOVIR,Antiinfecciosos para uso sistémico,1898,1,1
3304834,LIPITOR 20MG TAB 30 (ATORVASTATINA),ATORVASTATINA,Sistema cardiovascular,218,2,4
3304761,"ARLEVERT 20/40 MG TAB. C/20 (CINARIZINA,DIMENHIDRATO)","CINARIZINA,DIMENHIDRATO",Sistema respiratorio,1658,1,1
3304744,TIM ASF 25MG C/30 TAB (QUETIAPINA),QUETIAPINA,Sistema nervioso,332,2,3
3304825,ZYPLO 60MG (LEVODROPIZINA) 20 TABLETAS,LEVODROPIZINA,Sistema respiratorio,184.5,1,1
3304794,VASCULFLOW C/20 250MG-225MG-25MG (DOBESILATODE CALCIO,DOBESILATODE CALCIO,Sistema cardiovascular,623,2,2
3304805,NAXEN 500MG TAB C/15,NAXEN,Sistema musculoesquelético,104,1,1
3304812,LYRICA 300MG C/28CAP (PREGABALINA),PREGABALINA,Sistema nervioso,189,1,1
3304854,GARBICAN 75MG C/28 CAP (PREGABALINA),PREGABALINA,Sistema nervioso,271,1,2
3304906,APROVASC 150/5 MG C/28,APROVASC,Sistema cardiovascular,1163,1,1
3304747,VIVIOPTAL CAPS C/30,VIVIOPTAL,Tracto alimentario y metabolismo,348.5,2,2
3304753,REPATHA 140MG/MLPLP CALA C/1,REPATHA,Sistema cardiovascular,508,1,1
3304777,BLODIVIT (ATORVASTATINA) 40 MG TAB C/30,ATORVASTATINA,Sistema cardiovascular,731,2,2
3304851,SERONEX LP 60MG C/30 TABLETAS LIBERACION PROLONGADA,SERONEX,Tracto alimentario y metabolismo,1030,1,1
3304829,ENTRESTO 100MG C/30 COMP. (SACUBITRILO VALSARTAN),SACUBITRILO VALSARTAN,Sistema cardiovascular,289,1,2
3304821,LAMOBRIGAN 10MG C/14 TAB,LAMOBRIGAN,Sistema nervioso,720.5,1,1
3304858,COVERSAM 5MG/5MG C/30,COVERSAM,Sistema cardiovascular,1030,1,2
3304781,TEGRETOL 200MG C/50 COMP (CARBAMAZEPINA),CARBAMAZEPINA,Sistema nervioso,1163,1,1
3304910,INVOKANA DUO 150/850MG TABS. C/60 CANAGLIFLOZINA/METFORMINA,INVOKANA,Tracto alimentario y metabolismo,454.5,1,1
3304882,DABEX(METFORMINA)750MG TAB C/60,METFORMINA,Tracto alimentario y metabolismo,615,1,1
3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,SPIOLTO,Sistema respiratorio,476,8,14
3304764,GLICOLIC H LOC FCO C/60ML,GLICOLIC,Dermatológicos,209,1,1
3304763,MOTRIN 800MG GRA FCO C/45 (IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,108,2,4
3304853,GARBICAN 150MG C/28 CAP (PREGABALINA),PREGABALINA,Sistema nervioso,281,1,1
3304775,XARELTO 10 MG CAJA C/30,XARELTO,Sangre y órganos hematopoyéticos,1205,2,3
3304814,AMPLIUM 1G AMP IV (MEROPENEM),MEROPENEM,Antiinfecciosos para uso sistémico,664,16,48
3304897,RIBUSPIR 200MCG AER (BUDESONIDA),BUDESONIDA,Sistema respiratorio,453.5,2,2
3304895,FORMULA MAGISTRAL,FORMULA,Varios,487,1,1
3304789,DIPROSONE UNG TUBO 30 GR,DIPROSONE,Dermatológicos,349,1,1
3304880,AGRELESS 75 MG C/28 TAB,AGRELESS,Sangre y órganos hematopoyéticos,939.5,1,2
3304883,BOLENTAX 60MG/0.6ML CAJA C/2 (ENOXAPARINA),ENOXAPARINA,Sangre y órganos hematopoyéticos,209,5,13
3304795,GAMO S 20MG TAB C/14 (PANTOPRAZOL),PANTOPRAZOL,Tracto alimentario y metabolismo,244,1,1
3304755,LIBERTRIM SII 100MG/37.5MG C/20 COM,LIBERTRIM,Tracto alimentario y metabolismo,319.5,2,2
3304885,PULMONAROM LISADOS BACTERIANOS C/20 AMPOLLETAS,PULMONAROM,Sistema respiratorio,603,1,2
3304782,AGRIFEN CAFEINA CLORFENAMINA FENILEFRINA PARACETAMOL C/10 T,AGRIFEN,Sistema respiratorio,49.5,8,22
