MedCode,MedDescription,MedPharmacon,MedFamily
3302805,RANISEN 50MG AMP 2ML (RANITIDINA),RANISEN,Tracto alimentario y metabolismo
3302806,RECOVERON 5G UNGUENTO 40G,RECOVERON,Dermatológicos
3302808,RECOVERON ( N) 5/4G UNGUENTO 40GACIDOACEX@MICO/NEOMICINA,RECOVERON,Dermatológicos
3302809,REDOXON EFERVECENTE 1GR C/10@CIDO ASCRRBICO,REDOXON,Tracto alimentario y metabolismo
3302810,REDOXON FORTE FERVECENTES 2G C/1010@CIDO ASCRRBICO,REDOXON,Tracto alimentario y metabolismo
3302811,EXEL 15MG AMP 1.5ML (MELOXICAM),EXEL,Falla en Google
3302820,RIFADIN 300MG CAJA C/16 CAPSULASGRAGEASRIFAMPICINA,RIFADIN,Antiinfecciosos para uso sistémico
3302821,VALDECASAS 5MG C/20 TAB (ACIDO FOLICO),VALDECASAS,Sangre y órganos hematopoyéticos
3302822,"DOLAREN 50/200MG C/30 GRAG CAPAENTERICA DICLOFENACO, CARISOP",DOLAREN,Sistema musculoesquelético
3302827,ROCEPHIN I.M. 1GM AMP (CEFTRIAXONA),ROCEPHIN,Falla en Google
3302830,ROCEPHIN I.V. 500MG AMP (CEFTRIAXONA),ROCEPHIN,Falla en Google
3302831,TRILEPTAL 300MG C/20 TAB(OXCARBAZEPINA),TRILEPTAL,No encontrado
3302837,QUADRIDERM NF CREMA 40G(BETAMETASONA/CLOTRIMAZOL/GENTAMICINA,QUADRIDERM,Dermatológicos
3302838,SABRO 1G SUSP 120MLALOGLUTAMOL,SABRO,Tracto alimentario y metabolismo
3302847,MICARDIS PLUS 80/12.5MG C/28 TAB(TELMISARTAN/HIDROCLOROTIAZ),MICARDIS,Sistema cardiovascular
3302849,SELOPRES ZOK C/20 GRAG METOPROLOL/HIDROCLOROTIAZIDA,SELOPRES,Sistema cardiovascular
3302853,SENOSIAN ADULTO C/10 SUPOS(GLICEROL),SENOSIAN,Tracto alimentario y metabolismo
3302858,BIOMICS (CEFIXIMA) 100 MG/5 ML SUSP 100 ML,BIOMICS,Antiinfecciosos para uso sistémico
3302864,SERMION 10MG C/20 GRAGEAS NICERGOLINA,SERMION,Sistema cardiovascular
3302865,SERMION 30MG C/20 GRAGEAS NICERGOLINA,SERMION,Sistema cardiovascular
3302866,SIBELIUM 5MG C/40 CAPS,SIBELIUM,Sistema nervioso
3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),LAXOYA,Tracto alimentario y metabolismo
3302870,DIOXAFLEX 180MG C/5 PARCHES DICLOFENACO,DIOXAFLEX,Sistema musculoesquelético
3302872,SIES 200MG C/20 TAB HIDROSMINA,SIES,Sistema cardiovascular
3302874,CERVARIX AMP 0.5ML (PROTEMNA L1 DEL VIRUS DEL PAPILOMA),CERVARIX,Antiinfecciosos para uso sistémico
3302876,SOLDRIN OTICO GOTAS 10ML HIDROCORTISONA/CLORAMFENICOL/BENZOC,SOLDRIN,Órganos de los sentidos
3302877,SOLDRIN OFTALMICO 10ML GOTAS DEXAMETASONA/NEOMICINA,SOLDRIN,Órganos de los sentidos
3302880,"KERAL 25MG C/10 TAB(DEXKETOPROFENO,TROMETAMOL)",KERAL,Sistema musculoesquelético
3302881,COMPECTACT 15/850 MG TAB CAJ C/28,COMPECTACT,Falla en Google
3302886,#ILIADIN ADULTO 50MG GOTAS 20ML(OXIMETAZOLINA ),#ILIADIN,No encontrado
3302887,STUGERON FORTE 75MG C/60 TABLETASCINNARIZINE,STUGERON,Sistema nervioso
3302895,SYNALAR OFT 0.015% SOL 15ML,SYNALAR,Dermatológicos
3302896,SYNALAR OTICO SOL 15ML,SYNALAR,Dermatológicos
3302897,CO DIOVAN 320MG/12.5 MG GRA CAJ C/30,CO,No encontrado
3302901,TEBONIN FORTE 80 MG C/24 GRAGEAS(GINKGO BILOBA),TEBONIN,Sistema nervioso
3302902,DIMEGAN D 60ML JARABE(LORATADINA/FENILEFRINA),DIMEGAN,Sistema respiratorio
3302906,TAZOCIN E.F (PIPERACILINA/TAZOBACTAM) 4 G /0.5 G FAM,TAZOCIN,Antiinfecciosos para uso sistémico
3302907,INSPRA IC 50MG C/10 TAB EPLERENONA,INSPRA,Sistema cardiovascular
3302909,TEMPRA INF 3.2G 120ML JARABE PARACETAMOL,TEMPRA,Sistema nervioso
3302910,TEMPRA 500MG C/20 TAB ADULTO( PARACETAMOL),TEMPRA,Sistema nervioso
3302911,TEMPRA FORTE 650MG C/24 (PARACETAMOL),TEMPRA,Sistema nervioso
3302915,TEMPRA PED 100MG GOTAS 30MLPARACETAMOL,TEMPRA,Sistema nervioso
3302917,TENORMIN 100MG C/28 TAB(ATENOLOL ),TENORMIN,Sistema cardiovascular
3302918,DICETEL 100MG C/28 TAB BROMURO DE PINAVERIO,DICETEL,Tracto alimentario y metabolismo
3302920,TERRAMICINA POMADA OFTALMICA 10G OXITETRACICLINA/POLIMIXINAB,TERRAMICINA,Órganos de los sentidos
3302923,TESALON 100MG PERLAS C/20 BENZONATATO,TESALON,Sistema respiratorio
3302926,TIAMINAL B-12 AP TRIV C/30 CAP,TIAMINAL,Tracto alimentario y metabolismo
3302927,"AUTRIN 600MG C/36 GRAGEAS FUMARATO FERROSO, ACIDO FSLICO, VI",AUTRIN,Sangre y órganos hematopoyéticos
3302928,UNICLAR 0.050G SPRAY 18ML NASAL(MOMETASONA),UNICLAR,Sistema respiratorio
3302930,PLANTIVAL 160/80MG C/40 GRAGEAS VALERIANA OFFICINALIS,PLANTIVAL,Sistema nervioso
3302932,BACTOCIN 400MG C/8 TAB(OFLOXACINA),BACTOCIN,Antiinfecciosos para uso sistémico
3302933,AVAPENA 25MG C/20 GRAGEAS (CLOROPIRAMINA) SANDOZ,AVAPENA,Sistema respiratorio
3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,COMBIVENT,Sistema respiratorio
3302936,RIOPAN 8G GEL 250ML(DIMETICONA/MAGALDRATO),RIOPAN,Tracto alimentario y metabolismo
3302937,CLAVULIN 12H 875/125MG C/10 TAB(AMOXICILINA/ACIDO CLAVULANIC,CLAVULIN,Antiinfecciosos para uso sistémico
3302939,RIOPAN 8G GEL 10ML C/20 SOBRES(DIMETICONA/MAGALDRATO),RIOPAN,Tracto alimentario y metabolismo
3302943,ALMAX 15ML SUSP C/24 SOBRES (ALMAGATO),ALMAX,No encontrado
3302944,NEUPOGEN 30MUI JGA PRE 0.5ML (FILGRASTIM),NEUPOGEN,Antineoplásicos e inmunomoduladores
3302947,ESMISEN 15/100/100/5 MG AMP(COMPLEJO B/KETOROLACO),ESMISEN,Sistema musculoesquelético
3302951,"DOTBAL C/240 TABLETAS FASE INTENSIVA RIFAMPICINA, ISONIAZIDA",DOTBAL,Antiinfecciosos para uso sistémico
3302960,LOPRESOR R 95 MG TAB C/20 (METOPROLOL ),LOPRESOR,No encontrado
3302962,RETIN-A FORTE GEL 0.025%/1.0% 30GRS,RETIN-A,Falla en Google
3302964,XUZAL SOL. INF 0.5MG 200 ML(LEVOCETIRIZINA),XUZAL,Sistema respiratorio
3302982,TEALEP 5MG. C/30 (FINASTERIDA),TEALEP,Sistema genitourinario y hormonas sexuales
3302984,"VERMOX PLUS 10MG. 3-6 SUSP 10ML(MEBENDAZOL,QUINFAMIDA)",VERMOX,"Antiparasitarios, insecticidas y repelentes"
3302989,CALUTOL 150MG C/28 TAB BICALUTAMIDA,CALUTOL,Antineoplásicos e inmunomoduladores
3302991,IVEXTERM 6MG C/2 TAB (IVERMECTINA),IVEXTERM,"Antiparasitarios, insecticidas y repelentes"
3302992,DEXIVANT 60MG C/14 CAP(DEXLANSOPRAZOL),DEXIVANT,Tracto alimentario y metabolismo
3302993,SENOVITAL 5MG.C/30TAB. MASTICABLES (MONTELUKAST),SENOVITAL,Sistema respiratorio
3302994,SENOVITAL 10MGC/30TAB.MONTELUKAST,SENOVITAL,Sistema respiratorio
3302997,RESOTRANS 2MG C/14 PRUCALOPRIDA,RESOTRANS,Tracto alimentario y metabolismo
3302999,NAXIFELAR (CEFALEXINA) 500MG CAP C/20,NAXIFELAR,Antiinfecciosos para uso sistémico
3303000,EYESTIL LUB 10ML LAGRIMA ARTIFICIAL OFTENO,EYESTIL,Órganos de los sentidos
3303004,DIMOFLAX .5/200MG.C/45CAPS.CLEBOPRIDA/SIMETICONA,DIMOFLAX,Tracto alimentario y metabolismo
3303008,MIRCERA 200 MCG/0.3ML C/1 AMP (METOXI POLIETILEN GLICOL-ERIT,MIRCERA,Sangre y órganos hematopoyéticos
3303009,VIMPAT 100MG C/28 TAB(LACOSAMIDA),VIMPAT,Sistema nervioso
3303012,UNASAL 250MG C/30TAB (TERBINAFINA),UNASAL,Dermatológicos
3303014,CONAZOL CREMA 40G (KETOCONAZOL),CONAZOL,Dermatológicos
3303021,ZYPRED 3ML. GATIFLOXACINO/ACETATO DE PREDNISOLONA,ZYPRED,Órganos de los sentidos
3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),CUBICINE,Antiinfecciosos para uso sistémico
3303063,DECADURABOLIN 50MG AMP DECNOATO DE NANDROLONA,DECADURABOLIN,Tracto alimentario y metabolismo
3304188,REVOLADE 50MG TAB C/28,REVOLADE,Sangre y órganos hematopoyéticos
3304193,XARELTO 15MG.C/28 COMP (RIVAROXABAN),XARELTO,Sangre y órganos hematopoyéticos
3304199,LYSOMUCIL 200MG GRANULADO C/30 SOBRES ACETILCISTEINA,LYSOMUCIL,Sistema respiratorio
3304200,VESICARE 10MG C/10 TABS (SOLIFENACINA),VESICARE,No encontrado
3304203,FLUZONE JGA PRELLENADA ADULTO. VACUNA CONTRA LA INFLUENZA,FLUZONE,Antiinfecciosos para uso sistémico
3304204,AMOXICLAV BID (AMOXICILINA/AC CLAVULANICO) 400MG/57MG/5ML SUSP 70 ML,AMOXICLAV,Antiinfecciosos para uso sistémico
3304205,ORELOX SUSP INFANTIL 16.7G CEFPODOXIMA,ORELOX,Antiinfecciosos para uso sistémico
3304206,VIMPAT 200MG AMP 20ML (LACOSAMIDA),VIMPAT,Sistema nervioso
3304210,MICARDIS DUO 80MG/5MG C/28 (TELMISARTAN/AMLODIPINO),MICARDIS,Sistema cardiovascular
3304215,PEDIACEL 0.5 ML (VACUNA PENTAVALENTE),PEDIACEL,Falla en Google
3304230,ACELER 2% 15 G ACIDO FUSIDICO,ACELER,Dermatológicos
3304232,PENAMOX M 250MG-8MG/5ML 75ML SUSP AMOXICILINA/BROMHEXINA,PENAMOX,Sistema respiratorio
3304235,BLOPRESS 8MG C/28 TABLETAS CANDESARTRAN,BLOPRESS,Sistema cardiovascular
3304238,POSIPEN 12H 1G C/10 DICLOXACILINA,POSIPEN,Antiinfecciosos para uso sistémico
3304239,LEXAPRO 20MG C/28 TAB ESCITALOPRAM,LEXAPRO,Sistema nervioso
3304240,REPAFET 10MG C/10 TAB (RUPATADINA),REPAFET,Sistema respiratorio
3304242,CARDINIT 10MG C/7 PARCHES TRINITRATO DE GLICEROL,CARDINIT,Sistema cardiovascular
3304243,CARBAGER PLUS (IBUPROFENO/METOCARBAMOL) 300 MG /300 MG TAB C/10,CARBAGER,Sistema musculoesquelético
3304244,AMOXICLAV 250/62.5/5ML SUSP AMOXIXILINA/ACIDO CLAVULINICO,AMOXICLAV,Antiinfecciosos para uso sistémico
3304246,RESOTRANS 1MGC/14 CPR PRUCALOPRIDA,RESOTRANS,Tracto alimentario y metabolismo
3304247,TRADERMA 0.03% 30G,TRADERMA,Dermatológicos
3304251,VALDOXA 25MG C/28 CAP AGOMELATINA,VALDOXA,Sistema nervioso
3304263,SYMBYAX 3/25MG C/14 (OLANZAPINA/FLUOXETINA),SYMBYAX,Sistema nervioso
3304264,LEDERTREXATE 2.5MG C/100 TABLETAS (METOTREXATO),LEDERTREXATE,Antineoplásicos e inmunomoduladores
3304267,NUBRENZA 6MG PARCHE CAJA C/14,NUBRENZA,Sistema nervioso
3304268,TEGO 250MG C/20 SOBRES TANATO DE GELATINA,TEGO,Tracto alimentario y metabolismo
3304279,FRESUBIN PLUS FRESA 236 ML FSRMULA ENTERAL,FRESUBIN,Varios
3304283,FRESUBIN FRESA 236ML. FSRMULA ENTERAL,FRESUBIN,Varios
3304284,FRESUBIN PLUS VAINILLA 236 ML. FSRMULA ENTERAL,FRESUBIN,Varios
3304285,PICOPREP 10MG/3.5GR/12GR C/2 SOBRES (PICOSULFATO/OXIDO DE MA,PICOPREP,Tracto alimentario y metabolismo
3304288,VICTOZA 100UI/ML CAJA C/ 2 PLUMAS.(LIGARUTIDE ADN RECOMBINAN,VICTOZA,Tracto alimentario y metabolismo
3304290,EDARBI CLD 80/12.5 14TAB (AZILSARTAN/CLORTALIDONA),EDARBI,Sistema cardiovascular
3304291,DOSTINEX 0.5MG C/2 (CABERGOLINA),DOSTINEX,Sistema genitourinario y hormonas sexuales
3304294,HIPREX 1G C/20 (METENAMINA),HIPREX,Antiinfecciosos para uso sistémico
3304297,MENACTRA INY. 0.5 ML VACUNA MENINGOCOCO,MENACTRA,Antiinfecciosos para uso sistémico
3304298,EUTEBROL 10MG C/20TAB. MEMANTINA 10MG C20TAB.,EUTEBROL,Sistema nervioso
3304299,SPASMOPRIV 200MG C/24CAPS. FENOVERINA,SPASMOPRIV,Tracto alimentario y metabolismo
3304302,NAZIL OFT GOTAS 15ML NAFAZOLINA,NAZIL,Órganos de los sentidos
3304303,COMBODART 0.5/0.4MG C/30 CAPS (DUTASTERIDA/TAMSULOSINA),COMBODART,Sistema genitourinario y hormonas sexuales
3304305,NUBRENZA 2MG PARCHE CAJA C/7,NUBRENZA,Sistema nervioso
3304310,ARANESP (DARBEPOETINA) 60 MICROGRAMOS/0.3 ML JER PRELL C/4,ARANESP,Sangre y órganos hematopoyéticos
3304314,BIOELECTRO C/24 TAB PARACETAMOL. ACETILSALICMLICO ACIDO. CAF,BIOELECTRO,Sistema nervioso
3304316,DUOTRAV SOL FCO 2.5ML,DUOTRAV,No encontrado
3304320,MICARDIS DUO 80/10MG C/28 TAB (TELMISARTAN/AMLODIPINO),MICARDIS,Sistema cardiovascular
3304326,TP GOTAS OFT 15ML TROPICAMIDA/FENILEFRINA,TP,Órganos de los sentidos
3304327,CEFURACET 500 MG TABLETAS CAJA C/ 10 CEFUROXIMA,CEFURACET,Antiinfecciosos para uso sistémico
3304339,ELICUIS 5 MG 20 TAB APIXABAN,ELICUIS,Sangre y órganos hematopoyéticos
3304341,UNESIA UNG 20G BIFONAZOL 1.0G,UNESIA,Dermatológicos
3304345,TRAYENTA DUO 2.5/850MG C/30 TAB LINAGLIPTINA/METFORMINA,TRAYENTA,Tracto alimentario y metabolismo
3304346,PENAMOX M 500/8MH C/12CAPS. AMOXICILINA/BROMHEXINA,PENAMOX,Sistema respiratorio
3304347,DEXIVANT 30MG C/14CAPS DEXLANSOPRAZOL,DEXIVANT,Tracto alimentario y metabolismo
3304350,CRYL 4% GOTAS OFTALMICAS CROMOGLICATO DE SODIO,CRYL,Órganos de los sentidos
3304352,TRAYENTA DUO 2.5MG/1000MG C/30TAB. LINAGLIPTINA/METFORMINA,TRAYENTA,Tracto alimentario y metabolismo
3304355,FRESUPPORT RN POLVO 454GR FSRMULA NUTRICIA,FRESUPPORT,No encontrado
3304356,MIRCERA 150MCG 03ML J PREL.CAJ 1 METOXI POLIETILEN GLICOL-ER,MIRCERA,Sangre y órganos hematopoyéticos
3304360,CIALIS 20 MG C/4.TABLETAS. TADALAFILO,CIALIS,Sistema genitourinario y hormonas sexuales
3304362,EXELON 27MG RIVASTIGMINA PARCHES C/30 LIBERA 13.3,EXELON,Sistema nervioso
3304363,XARELTO 20MG C/28TAB. RIVAROXABAN,XARELTO,Sangre y órganos hematopoyéticos
3304368,YURELAX 10MG C/30CAP CILOBENZAPRINA,YURELAX,Sistema musculoesquelético
3304370,IPRIKENE DIOSMECTITA 3G 10SOBRES,IPRIKENE,Tracto alimentario y metabolismo
3304373,ANGIOTROFIN 2%GEL 60G (DILTIAZEM),ANGIOTROFIN,Sistema cardiovascular
3304377,MUCOCEF SUSUP. 25/4.39/5ML CEFALEXINA /BROMHEXINA,MUCOCEF,Sistema respiratorio
3304378,HIGLOBIN 10 G.(INMUNOGLOBULINA NORMAL ENDOVENOSA),HIGLOBIN,Antiinfecciosos para uso sistémico
3304384,UROTROL 2MG C/28TAB.TOLTERODINA,UROTROL,No encontrado
3304393,TEMPRA IV 500MG/50ML (PARACETAMOL),TEMPRA,Sistema nervioso
3304395,SEEBRI 50MG 30CAP GLICOPIRRONIO,SEEBRI,Sistema respiratorio
3304396,ELICUIS 2.5 MG TAB. CAJA C/20 APIXABAN,ELICUIS,Sangre y órganos hematopoyéticos
3304397,LABETALOL HIDROCHLORIDE INYEC. 100 MG/20 ML.,LABETALOL,Sistema cardiovascular
3304398,COVERSAM 5MG/5MG C/14COMP. PERINDOPRIL/AMLODIPINO,COVERSAM,Sistema cardiovascular
3304416,APROVASC (IRBESARTAN/AMLODIPINO) 300 MG/5 MG TAB C/14,APROVASC,Sistema cardiovascular
3304418,CLAVULIN 12H 600MG/42.9/5ML SUSP AMOXICILINA/ACIDO CLAVULANI,CLAVULIN,Antiinfecciosos para uso sistémico
3304419,PRISTIQ 50 MG C/28 COMP (DESVENLAFAXINA),PRISTIQ,Sistema nervioso
3304423,ZESTORETIC 20/12.5MG C/28TAB. LISINOPRIL/HIDROCLOROTIAZIDA,ZESTORETIC,Sistema cardiovascular
3304424,PRISTIQ 50MG C/14TAB SUCZINATO DE TESVENLAFAXILA,PRISTIQ,Sistema nervioso
3304425,SIFROL ER 1.5MG C/30TAB. PRAMIXIPEXOL,SIFROL,Sistema nervioso
3304426,SINCRONIUM 100MG/40MG/10MG C/28CAP. ACIDOACETI/SIMVASTATINA/,SINCRONIUM,Sistema cardiovascular
3304429,IPRIKENE 3G 10SOBRES (DIOSMECTITA),IPRIKENE,Tracto alimentario y metabolismo
3304431,EXFORGE 5/320MG CAJA C/14 (AMLODIPINO/VALSARTAN),EXFORGE,Sistema cardiovascular
3304436,TRESIBA FLEXTOUCH 100/3ML PLUMA(INSULINA),TRESIBA,Tracto alimentario y metabolismo
3304437,IDAPTAN MR 35 MG 30 COMP TRIMETAZIDINA,IDAPTAN,No encontrado
3304439,INNOVAIR 120 DOSIS 1MCG FORMOTEROL Y DIPROPIONATO DE BECLOME,INNOVAIR,Sistema respiratorio
3304446,LINZESS 0.29MG C/30 CAPS LINACLOTIDE,LINZESS,Tracto alimentario y metabolismo
3304450,TAMBOCOR ( ACETATO FLECANIDA ) 100 MG,TAMBOCOR,Sistema cardiovascular
3304453,ARANESP 300MCG/0.6ML CAJA C/1(DARBEPOETINA),ARANESP,Sangre y órganos hematopoyéticos
3304459,"AMARYL XM 4/850MG CAJ C/16 (GLIMEPIRIDA, METFORMINA)",AMARYL,Tracto alimentario y metabolismo
3304461,GRANUDOXY 100 C/28,GRANUDOXY,Antiinfecciosos para uso sistémico
3304462,MMR II TRIPLE VIRAL (SRP),MMR,Antiinfecciosos para uso sistémico
3304463,DALVEAR INF JBE DROPROPIZINA/BROMHEXINA 150/80MG/100ML,DALVEAR,Sistema respiratorio
3304464,TEMERIT 5MG COM C/28,TEMERIT,Sistema cardiovascular
3304466,UNIVAL 1G/5ML SUS FCO C/230ML SUCRALFATO,UNIVAL,Tracto alimentario y metabolismo
3304473,VALMETRON-3/800 UI CAJA 50 TAB COLECALCIFERON,VALMETRON-3/800,Tracto alimentario y metabolismo
3304474,PEDIALYTE SR-60 500ML,PEDIALYTE,Tracto alimentario y metabolismo
3304478,CONFIDEX PROTOMBINA HUMANA,CONFIDEX,Sangre y órganos hematopoyéticos
3304479,PROLIA 60MG 1ML JERINGA PRELLENADA C/1,PROLIA,Sistema musculoesquelético
3304481,RELVARE 200/25MCG 30 DOSIS7.05/215MG,RELVARE,Sistema respiratorio
3304485,FISIOFER 40MG/15ML FCO CAJ /10 HIERRO SOLUCION,FISIOFER,Sangre y órganos hematopoyéticos
3304489,RYZODEG FLEXTOUCH 70/30U/ML(PLUMA) C/1,RYZODEG,Tracto alimentario y metabolismo
3304491,COVERSAM 10MG/5MG C/14COMP PERINDOPRIL/AMLODIPINO,COVERSAM,Sistema cardiovascular
3304492,BLOPRESS 8MG C/ 14 TAB. (CANDESARTRAN),BLOPRESS,Sistema cardiovascular
3304496,DOSIER 5MG C/ 30 COMP. (MOSAPRIDA),DOSIER,No encontrado
3304497,DRAMAMINE 50MG C/ 24 TAB. (DIMENHIDRINATO),DRAMAMINE,Sistema respiratorio
3304498,EPIVAL 250MG C/30 COMP. (VALPROATO SEMISODICO),EPIVAL,Sistema nervioso
3304503,FORXIGA 10MG C/14TAB. DAPAGLIFLOZINA,FORXIGA,Tracto alimentario y metabolismo
3304505,APROVASC 150/5 MG C/14 TAB IRBESARTAN-AMLODIPINO,APROVASC,Sistema cardiovascular
3304507,FEMISAN 3D VAGINAL TAB. C/3.,FEMISAN,Sistema genitourinario y hormonas sexuales
3304514,KARET 50MCG CON 50 COMPRIMIDOS,KARET,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304523,CIPROFLOX DM 1G C/7 TAB CIPROFLOXACINO,CIPROFLOX,Antiinfecciosos para uso sistémico
3304524,LYSOMUCIL SOL FCO 120ML FRAMBUESA ACETILCISTEMNA,LYSOMUCIL,Sistema respiratorio
3304525,FORXIGA 10 MG CON 28 TAB,FORXIGA,Tracto alimentario y metabolismo
3304529,ULTIBRO BREEZHALER 110/50MCG 30CAPS INDACATEROL/GLICOPIRRONI,ULTIBRO,Sistema respiratorio
3304533,CYMBALTA 30 MG CAP CAJA C/28 (DULOXETINA),CYMBALTA,Sistema nervioso
3304535,CRIAM 600MG. C/30 TAB VALPROATO DE MAGNESIO,CRIAM,Sistema nervioso
3304536,CREON 300MG C/30CAP PANCREATINA,CREON,Tracto alimentario y metabolismo
3304537,"DALVEAR 30/160MG/100ML JARABE ADULTODROPROPIZINA,BROMHEXINA",DALVEAR,Sistema respiratorio
3304541,KIVEXA 600/300MG C/30TAB ABACAVIR/LAMIVUDINA,KIVEXA,Antiinfecciosos para uso sistémico
3304547,GLIMETAL LEX 2MG/850MG C/16TAB GLIMEPIRIDA/METFORMINA,GLIMETAL,Tracto alimentario y metabolismo
3304551,KEPPRA 100MG/ML SOL. 150ML.,KEPPRA,Sistema nervioso
3304555,SINGULAIR 10MG C/30 (MONTELUKAST),SINGULAIR,No encontrado
3304563,HIERRO DEXTRAN IV,HIERRO,Sangre y órganos hematopoyéticos
3304565,ILIADIN BEBE SOL 20ML OXIMETAZOLINA,ILIADIN,Sistema respiratorio
3304569,ARANESP (DARBEPOETINA) 40 MICROGRAMOS/0.4 ML JER PRELL C/4,ARANESP,Sangre y órganos hematopoyéticos
3304570,MICROPAL-CM 30G GEL. ADAPALENO/CLINDAMICINA.01%,MICROPAL-CM,Dermatológicos
3304575,SUPRADOL DUET AMP 10MG/25MG (KETOROLACO/ TRAMADOL),SUPRADOL,Sistema musculoesquelético
3304578,MICARDIS DUO 40/5MGTAB C/28TAB TELMISARTAN/AMLODIPINO,MICARDIS,Sistema cardiovascular
3304579,REFRESH GEL TUBO 10GR,REFRESH,Órganos de los sentidos
3304583,GIABRI 100MG TAB C/30 CIPROFIBRATO,GIABRI,Sistema cardiovascular
3304591,VALMETROL-3 800 UI 50/TAB.,VALMETROL-3,Tracto alimentario y metabolismo
3304592,BENEDORM (MELATONINA) 3 MG TAB C/40,BENEDORM,Sistema nervioso
3304593,DAIVOBET 5MG/50MG UNG 30 GR (CALCIPOTRIOL/BETAMETASONA),DAIVOBET,Dermatológicos
3304594,DUPHASTON 10MG C/20,DUPHASTON,Sistema genitourinario y hormonas sexuales
3304597,ARTERINA 20UI 1ML AMP (VASOPRESSIN),ARTERINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304599,ZIR-FOS CAJA CON 12 SOBRES DE 3GC/U,ZIR-FOS,Antiinfecciosos para uso sistémico
3304601,DUOALMETEC 40MG/5MG C/14 TAB OLMESARTAN/AMLODIPINO,DUOALMETEC,Sistema cardiovascular
3304603,SAPRAME 200G C/30TAB. BEZAFIBRATO,SAPRAME,Sistema cardiovascular
3304610,RUPILIP TAB 10 CAJA C/30 (ROSUVASTATINA),RUPILIP,Sistema cardiovascular
3304614,CICLOFERON (ACICLOVIR) 5 G/100 ML SOL SPRAY 50 ML,CICLOFERON,Antiinfecciosos para uso sistémico
3304615,LYRICA CAP 50MG C/28 (PREGABALINA),LYRICA,Sistema nervioso
3304616,VIRAVIR 75MG C/28CAPS. PREGABALINA,VIRAVIR,Sistema nervioso
3304618,ZEBESTEN 5ML 0.9MG/ML (BROMFENACO),ZEBESTEN,Órganos de los sentidos
3304619,INVOKANA 300MG C/30TAB. CANAGLIFLOZINA,INVOKANA,Tracto alimentario y metabolismo
3304623,AVALIDE 300MG/12.5MG TAB C/28 IRBESARTAN/HIDROCLOROTIAZIDA,AVALIDE,Sistema cardiovascular
3304624,EMEND IV 150MG. CAJA CON 1 APREPITANT,EMEND,Tracto alimentario y metabolismo
3304625,ARAHKOR 60MG C/20 TAB (FIMASARTAN),ARAHKOR,Sistema cardiovascular
3304626,ACC 600MG TAB EFERV (ACETILCISTEINA),ACC,Sistema respiratorio
3304627,BRINTELLIX 10MG C/28 TAB (VORTIOXETINA),BRINTELLIX,Sistema nervioso
3304632,DYMISTA D SPR 25ML FRA C/1 AZELASTINA//FLUTICASONA),DYMISTA,Sistema respiratorio
3304635,"OMEGA 3,6,9 C/60CAPS.",OMEGA,Sangre y órganos hematopoyéticos
3304636,INHIBITRON INFUSION 40MG AMP (OMEPRAZOL),INHIBITRON,Tracto alimentario y metabolismo
3304637,ROBAX GOLD C/24 TAB METOCARBAMOL/IBUPROFENO,ROBAX,Sistema musculoesquelético
3304639,"MANZANILLA SOPHIA 15ML GOTAS OFT CAMAZULENO, MATRICIDA",MANZANILLA,No encontrado
3304642,KARET 100MCG C/50 COM LEVOTIROXINA SODICA,KARET,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304650,QVAR 100 MCG 200 DOSISC/DIS (BECLOMETASONA),QVAR,Sistema respiratorio
3304651,EDARBI 80MG C/14TAB. AZILSARTAN MEDOXOMIL,EDARBI,Sistema cardiovascular
3304652,EKLIRA GENUAIR 322MG 60 DOSIS (BROMURO DE ACLIDINIO),EKLIRA,Sistema respiratorio
3304654,PIASCLEDINE 300C/30CAP(PERSEA GRATISSIMA),PIASCLEDINE,Sistema musculoesquelético
3304661,"MONTACLAR 10MB/10MG C/30TAB. MONTELUKAST,LORATADINA",MONTACLAR,Sistema respiratorio
3304664,ZINFORO 600MG CAJA CON 10 AMP,ZINFORO,No encontrado
3304666,SAMYR 500MG C/20 TAB (ADEMETIONINA),SAMYR,Tracto alimentario y metabolismo
3304668,NUMARK (BUDESONIDA) AER10ML(12.1G)200DOS 200MG,NUMARK,Sistema respiratorio
3304669,"NEBAPOL 30G UNG NEOMICINA,BACITRACINA,POLIMIXINA B",NEBAPOL,Dermatológicos
3304671,STALEVO 150/37.5/200 MG (LEVODOPA/CARBIDOPA/ENTACAPONA),STALEVO,Sistema nervioso
3304673,EUTIROX 112MCG C/50 TAB (LEVOTIROXINA SODICA),EUTIROX,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304676,LYRICA 25MG C/28 CAP (PREGABALINA),LYRICA,Sistema nervioso
3304685,DILARMINE .2MG/.4MG/ML 100ML PARAMETASONA/CLORFERAMINA,DILARMINE,Sistema respiratorio
3304687,THOREVA (ATORVASTATINA) 40MG C/56M TAB,THOREVA,Sistema cardiovascular
