PROVEEDOR,PEDIDO,FECHA PEDIDO,FECHA ENTREGA,REQUISICION,FECHA SOLICITUD,C. COSTOS,ARTÍCULO,DESCRIPCIÓN,FACTURA,FECHA RECEPCION,CANTIDAD REQUISICION,CANTIDAD SOLICITADA,CANTIDAD RECIBIDA,%
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259344.0,2018-01-24,2018-01-25,53074.0,2018-01-24,MEDICAMENTOS,1000264,GI ITRACONAZOL 100 MG CAP C/15,,,2.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259344.0,2018-01-24,2018-01-25,53074.0,2018-01-24,MEDICAMENTOS,1000189,GI MELOXICAM 15MG TAB C/10,,,20.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259344.0,2018-01-24,2018-01-25,53074.0,2018-01-24,MEDICAMENTOS,1000190,GI MELOXICAM 7.5MG TAB C/14,,,5.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259344.0,2018-01-24,2018-01-25,53074.0,2018-01-24,MEDICAMENTOS,1000199,GI RANITIDINA 300MG TAB C/10,,,3.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259445.0,2018-01-25,2018-01-29,53099.0,2018-01-25,MEDICAMENTOS,3800012,DEXTROSA 5% 100ML BOLSA BAXTER,,,216.0,216.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259445.0,2018-01-25,2018-01-29,53099.0,2018-01-25,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19088,2018-01-26,1000.0,1000.0,500,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259445.0,2018-01-25,2018-01-29,53099.0,2018-01-25,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19108,2018-01-26,1000.0,1000.0,500,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259660.0,2018-01-29,2018-02-06,53149.0,2018-01-29,MATERIAL DE CURACION,1901248,#CUBRE BOCA C/ELASTICOS AURICULARES NACIONAL,A-19178,2018-01-31,12000.0,12000.0,9500,79.17
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259660.0,2018-01-29,2018-02-06,53149.0,2018-01-29,MATERIAL DE CURACION,1901248,#CUBRE BOCA C/ELASTICOS AURICULARES NACIONAL,A-19209,2018-02-01,12000.0,12000.0,2500,20.83
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259903.0,2018-01-31,2018-02-01,53211.0,2018-01-31,MEDICAMENTOS,1000261,GI AMIODARONA 150MG/3ML AMP,A-19206,2018-01-31,36.0,36.0,12,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,259903.0,2018-01-31,2018-02-01,53211.0,2018-01-31,MEDICAMENTOS,1000261,GI AMIODARONA 150MG/3ML AMP,A-19241,2018-02-01,36.0,36.0,24,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260012.0,2018-02-01,2018-02-02,53228.0,2018-02-01,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),A-19245,2018-02-01,4.0,4.0,2,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260012.0,2018-02-01,2018-02-02,53228.0,2018-02-01,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),A-19283,2018-02-02,4.0,4.0,2,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-19240,2018-02-01,900.0,900.0,350,38.89
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-19307,2018-02-03,900.0,900.0,400,44.44
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19240,2018-02-01,288.0,288.0,120,41.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19307,2018-02-03,288.0,288.0,168,58.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19240,2018-02-01,1000.0,1000.0,100,10.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260017.0,2018-02-01,2018-02-05,53231.0,2018-02-01,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19307,2018-02-03,1000.0,1000.0,900,90.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260102.0,2018-02-01,2018-02-05,53099.0,2018-01-25,MEDICAMENTOS,3800012,DEXTROSA 5% 100ML BOLSA BAXTER,,,216.0,216.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260177.0,2018-02-02,2018-02-03,53238.0,2018-02-02,MEDICAMENTOS,1000070,GI DICLOFENACO 1.16G/100G GEL 60G,A-19277,2018-02-02,30.0,30.0,20,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260177.0,2018-02-02,2018-02-03,53238.0,2018-02-02,MEDICAMENTOS,1000070,GI DICLOFENACO 1.16G/100G GEL 60G,A-19298,2018-02-03,30.0,30.0,10,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260178.0,2018-02-02,2018-02-03,53238.0,2018-02-02,MEDICAMENTOS,1000312,GI LOSARTAN 50MG TAB C/30,A-19274,2018-02-02,5.0,5.0,1,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260178.0,2018-02-02,2018-02-03,53238.0,2018-02-02,MEDICAMENTOS,1000312,GI LOSARTAN 50MG TAB C/30,A-19301,2018-02-03,5.0,5.0,4,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1901124,#CATETER VENOSO CS-15703E 3L 7FR 20CM ARROW,A-19369,2018-02-08,10.0,10.0,4,40.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1901124,#CATETER VENOSO CS-15703E 3L 7FR 20CM ARROW,A-19448,2018-02-09,10.0,10.0,6,60.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-19369,2018-02-08,600.0,600.0,540,90.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-19448,2018-02-09,600.0,600.0,60,10.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1900427,#SONDA FOLEY LATEX 18FR G30 3V,A-19369,2018-02-08,5.0,5.0,2,40.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1900404,#TUBO LATEX POR METRO HOLY,A-19369,2018-02-08,100.0,100.0,60,60.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260244.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION,1900404,#TUBO LATEX POR METRO HOLY,A-19405,2018-02-08,100.0,100.0,40,40.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260246.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION/ENFERMERIA,1902093,#KIT DE LIMPIEZA ORAL C/CHG AL 0.2% 900004,A-19358,2018-02-08,150.0,150.0,62,41.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260246.0,2018-02-02,2018-02-12,53259.0,2018-02-02,MATERIAL DE CURACION/ENFERMERIA,1902093,#KIT DE LIMPIEZA ORAL C/CHG AL 0.2% 900004,A-19441,2018-02-09,150.0,150.0,88,58.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260262.0,2018-02-06,2018-02-07,53283.0,2018-02-06,MEDICAMENTOS,3304883,BOLENTAX (ENOXAPARINA) 60 MG/0.6 ML JER PRELL C/2,A-19322,2018-02-06,6.0,6.0,2,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260262.0,2018-02-06,2018-02-07,53283.0,2018-02-06,MEDICAMENTOS,3304883,BOLENTAX (ENOXAPARINA) 60 MG/0.6 ML JER PRELL C/2,A-19363,2018-02-07,6.0,6.0,4,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260263.0,2018-02-06,2018-02-07,53284.0,2018-02-06,MEDICAMENTOS,1000121,GI MEROPENEM 500MG FAM,A-19323,2018-02-06,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260263.0,2018-02-06,2018-02-07,53284.0,2018-02-06,MEDICAMENTOS,1000121,GI MEROPENEM 500MG FAM,A-19370,2018-02-07,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800023,FISIOLOGICA 1000ML BOLSA BAXTER,A-19406,2018-02-08,216.0,216.0,126,58.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800023,FISIOLOGICA 1000ML BOLSA BAXTER,A-19475,2018-02-10,216.0,216.0,90,41.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-19406,2018-02-08,600.0,600.0,150,25.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-19475,2018-02-10,600.0,600.0,450,75.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19406,2018-02-08,240.0,240.0,192,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19475,2018-02-10,240.0,240.0,48,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19406,2018-02-08,1000.0,1000.0,200,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260264.0,2018-02-06,2018-02-12,53285.0,2018-02-06,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19475,2018-02-10,1000.0,1000.0,800,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260920.0,2018-02-12,2018-02-19,53422.0,2018-02-12,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-19705,2018-02-19,450.0,450.0,368,81.78
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260920.0,2018-02-12,2018-02-19,53422.0,2018-02-12,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-19865,2018-02-23,450.0,450.0,82,18.22
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260940.0,2018-02-13,2018-02-14,53473.0,2018-02-13,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19545,2018-02-13,15.0,15.0,12,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,260940.0,2018-02-13,2018-02-14,53473.0,2018-02-13,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19598,2018-02-14,15.0,15.0,3,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261240.0,2018-02-15,2018-02-19,53504.0,2018-02-15,MEDICAMENTOS,3800051,AGUA P/IRRIGACION 500ML PISA 4255,A-19663,2018-02-16,144.0,144.0,36,25.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261240.0,2018-02-15,2018-02-19,53504.0,2018-02-15,MEDICAMENTOS,3800051,AGUA P/IRRIGACION 500ML PISA 4255,A-19665,2018-02-16,144.0,144.0,108,75.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261240.0,2018-02-15,2018-02-19,53504.0,2018-02-15,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19663,2018-02-16,240.0,240.0,168,70.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261240.0,2018-02-15,2018-02-19,53504.0,2018-02-15,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-19665,2018-02-16,240.0,240.0,72,30.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261243.0,2018-02-15,2018-02-16,53500.0,2018-02-15,MEDICAMENTOS,3600100,PRIDAM 4 MG AMP 4ML (NOREPINEFRINA) PISA,A-19632,2018-02-15,40.0,40.0,30,75.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261243.0,2018-02-15,2018-02-16,53500.0,2018-02-15,MEDICAMENTOS,3600100,PRIDAM 4 MG AMP 4ML (NOREPINEFRINA) PISA,A-19675,2018-02-16,40.0,40.0,10,25.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000121,GI MEROPENEM 500MG FAM,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000051,GI METAMIZOL SODICO 1G/2ML AMP,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000072,GI METILPREDNISOLONA 500MG FAM,,,50.0,50.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000069,GI METOCLOPRAMIDA 10MG/2ML AMP,,,60.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000060,GI OMEPRAZOL 40MG/10ML AMP,,,120.0,120.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000187,GI ONDANSETRON 4MG/2ML AMP,,,20.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000210,GI ONDANSETRON 8MG/4ML AMP,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000055,GI RANITIDINA 50MG/2ML AMP,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261308.0,2018-02-16,2018-02-19,53530.0,2018-02-16,MEDICAMENTOS,1000209,GI TRAMADOL 100MG/2ML AMP,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900374,#ABATELENGUA C/1 PINGUINO,,,0.0,500.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900244,#ALGODON 300G CHAPULTEPEC,,,0.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901065,#BOLSA P/BOMBA APPLIX 7751711,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900369,#CANULA GUEDEL #3 KORTEX,,,0.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900281,#CANULA NASAL ADULTO A/29,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900645,#COMPRESA POR PAQUETE C/5 PZAS KENDALL 131000,,,0.0,72.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901000,#EQ BOMBA ABM9830 INFUSION A C-V BAXTER,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900107,#EQ P/VENOCLISIS PISA (FLEBOTEK),,,0.0,192.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901679,#FREKA 1 LUMEN 15 FR (SONDA ALIMENTACION) 7980111,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901796,#GASA ESTERIL SIMPLE C/5 28X24 (0132100),,,0.0,336.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,,,0.0,390.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901787,#LINEA FOTOSENSIBLE DE INFUSION VLON90,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900333,#MICROPORE 2 PULGADA 3M,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900121,#PAQUETE P/MORTAJA GRANDE PROTEC 0870090,,,0.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900584,#SONDA LEVIN #12 VISA,,,0.0,158.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900247,#SONDA NELATON ROJA 16FR KENDALL,,,0.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900504,#TEGADERM CHG 1657R 3M,,,0.0,50.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,2000043,#TEGADERM CHG 1660 MARCA 3M,,,0.0,50.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900467,#TEGADERM MEDIANO 1626W 10CMX12CM 3M,,,0.0,200.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900454,#TELA ADHESIVA 1 KENDALL,,,0.0,36.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1901449,#TERMOMETRO CLINICO DIGITAL,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900328,#TRANSPOR 1 PULGADA 3M,,,0.0,36.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900386,#TRANSPOR 2 PULGADA 3M,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900404,#TUBO LATEX POR METRO HOLY,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900311,#VENDA HUATA P/FIBRA VIDRIO 10CM IMP,,,0.0,24.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900124,#VENDA TENSOLASTIC PLUS 10CM,,,0.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261571.0,2018-02-19,2018-02-20,0.0,,MATERIAL DE CURACION,1900710,#VENDA TENSOPLAST 10 CM. IMP,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261619.0,2018-02-20,2018-02-21,53617.0,2018-02-20,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19750,2018-02-20,15.0,15.0,10,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261619.0,2018-02-20,2018-02-21,53617.0,2018-02-20,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19811,2018-02-21,15.0,15.0,5,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261643.0,2018-02-20,2018-02-27,53577.0,2018-02-19,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-21822,2018-02-26,390.0,390.0,190,48.72
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261643.0,2018-02-20,2018-02-27,53577.0,2018-02-19,MATERIAL DE CURACION,1901449,#TERMOMETRO CLINICO DIGITAL,,,60.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261668.0,2018-02-20,2018-02-21,53621.0,2018-02-20,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,A-19765,2018-02-20,70.0,70.0,35,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261668.0,2018-02-20,2018-02-21,53621.0,2018-02-20,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,A-19810,2018-02-21,70.0,70.0,35,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261706.0,2018-02-21,2018-02-22,53633.0,2018-02-21,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19812,2018-02-21,15.0,15.0,12,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261706.0,2018-02-21,2018-02-22,53633.0,2018-02-21,MEDICAMENTOS,1000201,GI PIPERACILINA/TAZOBACTAM 4G/500MG FAM,A-19847,2018-02-22,15.0,15.0,3,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261816.0,2018-02-22,2018-02-23,53646.0,2018-02-22,MEDICAMENTOS,3600111,EPICLODINA AMPOLLETA 150 MCG (CLONIDINA),A-19853,2018-02-22,30.0,60.0,35,58.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261816.0,2018-02-22,2018-02-23,53646.0,2018-02-22,MEDICAMENTOS,3600111,EPICLODINA AMPOLLETA 150 MCG (CLONIDINA),A-19898,2018-02-24,30.0,60.0,5,8.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261816.0,2018-02-22,2018-02-23,53646.0,2018-02-22,MEDICAMENTOS,3600111,EPICLODINA AMPOLLETA 150 MCG (CLONIDINA),A-19907,2018-02-26,30.0,60.0,20,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261820.0,2018-02-22,2018-02-26,53650.0,2018-02-22,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19834,2018-02-22,700.0,700.0,500,71.43
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,261820.0,2018-02-22,2018-02-26,53650.0,2018-02-22,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-19964,2018-02-27,700.0,700.0,200,28.57
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262077.0,2018-02-26,2018-03-05,53711.0,2018-02-26,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-20019,2018-03-01,600.0,600.0,480,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262077.0,2018-02-26,2018-03-05,53711.0,2018-02-26,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,A-20184,2018-03-06,600.0,600.0,120,20.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262368.0,2018-03-02,2018-03-06,53794.0,2018-03-02,MEDICAMENTOS,1000274,GI ATORVASTATINA 40MG TAB C/10,A-20108,2018-03-03,5.0,5.0,2,40.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262368.0,2018-03-02,2018-03-06,53794.0,2018-03-02,MEDICAMENTOS,1000274,GI ATORVASTATINA 40MG TAB C/10,A-20118,2018-03-03,5.0,5.0,3,60.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262472.0,2018-03-05,2018-03-12,53823.0,2018-03-05,MEDICAMENTOS,3800012,DEXTROSA 5% 100ML BOLSA BAXTER,,,144.0,144.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,262472.0,2018-03-05,2018-03-12,53823.0,2018-03-05,MEDICAMENTOS,3800010,MIXTA 1000ML FRASCO 1000ML,,,36.0,36.0,0,0.0
